#Dataset: MOHC-HadGEM2-ES_r1i1p1_GERICS-REMO2015_v1
#Variable: meanpr
#Area: sea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-16
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","SEA","full_domain"
"2023-12",11.181,9.154
"2024-01",14.389,10.976
"2024-02",15.242,7.446
"2024-03",15.857,9.349
"2024-04",13.668,10.023
"2024-05",15.843,13.189
"2024-06",12.19,11.456
"2024-07",8.919,12.277
"2024-08",7.501,9.792
"2024-09",8.215,9.556
"2024-10",8.989,8.806
"2024-11",8.806,7.914
"2024-12",10.964,8.653
"2025-01",13.824,9.391
"2025-02",12.84,7.357
"2025-03",13.287,8.816
"2025-04",13.825,9.675
"2025-05",15.482,12.286
"2025-06",14.349,12.409
"2025-07",7.033,10.691
"2025-08",7.927,9.841
"2025-09",9.188,11.001
"2025-10",9.819,9.589
"2025-11",11.639,10.062
"2025-12",14.7,11.339
"2026-01",18.121,9.111
"2026-02",12.068,7.074
"2026-03",13.736,8.568
"2026-04",15.287,8.715
"2026-05",13.297,11.823
"2026-06",16.174,12.655
"2026-07",12.678,11.342
"2026-08",9.217,11.184
"2026-09",10.874,10.482
"2026-10",10.677,9.358
"2026-11",8.937,7.978
"2026-12",11.099,8.984
"2027-01",12.626,9.206
"2027-02",14.109,10.102
"2027-03",14.123,8.633
"2027-04",14.461,7.899
"2027-05",16.109,12.665
"2027-06",11.555,11.632
"2027-07",8.518,11.321
"2027-08",9.038,9.912
"2027-09",9.814,10.559
"2027-10",7.845,7.306
"2027-11",7.708,7.148
"2027-12",12.064,9.024
"2028-01",17.219,10.234
"2028-02",16.322,9.861
"2028-03",16.438,9.605
"2028-04",10.786,7.619
"2028-05",15.438,10.778
"2028-06",11.313,9.507
"2028-07",8.461,11.072
"2028-08",8.98,11.046
"2028-09",8.065,10.236
"2028-10",8.41,6.888
"2028-11",10.647,8.089
"2028-12",7.91,7.721
"2029-01",13.597,8.133
"2029-02",13.89,9.2
"2029-03",12.526,6.617
"2029-04",11.956,9.264
"2029-05",16.703,12.026
"2029-06",12.264,10.89
"2029-07",11.349,12.809
"2029-08",9.652,11.779
"2029-09",7.204,9.406
"2029-10",10.214,8.626
"2029-11",11.256,9.27
"2029-12",11.719,10.547
"2030-01",20.783,10.653
"2030-02",16.035,9.743
"2030-03",15.441,8.206
"2030-04",15.271,10.106
"2030-05",14.289,10.678
"2030-06",12.559,12.668
"2030-07",10.518,11.276
"2030-08",9.543,11.087
"2030-09",9.209,9.709
"2030-10",9.509,8.86
"2030-11",7.471,6.428
"2030-12",12.318,9.472
"2031-01",17.847,10.853
"2031-02",15.384,8.899
"2031-03",10.841,7.322
"2031-04",11.783,9.083
"2031-05",14.162,11.094
"2031-06",14.652,12.5
"2031-07",11.082,13.016
"2031-08",7.803,9.078
"2031-09",6.093,7.851
"2031-10",7.806,7.647
