#Dataset: NOAA-GFDL-GFDL-ESM2M_r1i1p1_ICTP-RegCM4-7_v0
#Variable: meanpr
#Area: land
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-28
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","NCA","SCA","CAR","NWS","NSA","NES","SAM","full_domain"
"2002-05",1.568,2.285,3.808,2.814,4.451,0.988,0.95,2.517
"2002-06",3.296,9.269,2.784,3.314,4.606,0.146,0.473,3.465
"2002-07",3.124,6.979,2.846,1.44,2.679,0.07,0.03,2.465
"2002-08",2.373,6.135,6.036,1.25,1.527,0.041,0.003,1.966
"2002-09",3.312,5.045,4.532,4.082,1.484,0.028,0.221,2.286
"2002-10",1.652,5.741,4.87,7.773,4.046,0.073,2.635,2.837
"2002-11",1.278,3.849,3.467,8.252,5.345,1.122,7.601,3.309
"2002-12",0.116,2.182,0.852,7.967,6.277,5.008,9.176,3.934
"2003-01",1.607,0.45,0.822,7.631,4.858,9.033,10.707,4.673
"2003-02",0.213,0.668,0.848,8.953,4.085,12.509,9.872,4.855
"2003-03",0.242,0.392,0.593,10.806,6.022,9.714,7.89,4.644
"2003-04",0.584,1.177,0.42,9.232,5.452,9.421,4.132,4.564
"2003-05",2.403,6.552,2.031,4.097,5.647,2.684,0.499,3.44
"2003-06",3.171,7.512,3.876,2.425,5.472,1.15,0.164,3.504
"2003-07",3.715,10.493,5.777,1.351,2.112,0.138,0.024,3.199
"2003-08",4.89,19.602,5.866,2.244,1.515,0.067,0.04,4.297
"2003-09",5.362,14.054,5.05,5.454,1.887,0.048,0.331,3.772
"2003-10",1.984,7.944,6.103,7.306,3.173,0.043,2.023,3.098
"2003-11",2.556,6.188,2.521,8.962,5.453,0.907,8.432,4.018
"2003-12",1.217,1.273,1.49,8.678,5.472,4.558,8.425,3.97
"2004-01",0.377,0.92,0.856,6.901,3.256,8.839,9.163,3.919
"2004-02",0.446,0.778,1.252,8.768,4.462,9.595,7.759,4.256
"2004-03",0.232,0.175,0.52,13.062,6.113,7.88,6.589,4.523
"2004-04",0.294,0.592,1.241,12.491,7.356,6.186,3.881,4.324
"2004-05",1.99,4.242,1.978,3.28,5.777,3.887,0.252,3.666
"2004-06",2.995,4.851,1.955,2.625,3.876,0.222,0.316,2.494
"2004-07",3.019,6.524,3.226,1.225,2.119,0.115,0.021,2.145
"2004-08",2.812,6.146,4.629,2.95,2.212,0.044,0.266,2.207
"2004-09",2.262,5.069,4.819,3.159,1.676,0.072,0.464,1.921
"2004-10",2.959,10.84,3.715,6.74,3.981,0.085,2.323,3.506
"2004-11",1.51,3.734,1.697,7.461,5.559,0.97,5.628,3.378
"2004-12",1.933,0.713,0.598,5.836,5.034,3.517,7.681,3.776
"2005-01",0.72,0.713,0.551,6.044,3.975,8.079,8.334,3.838
"2005-02",0.177,0.435,1.796,8.87,4.543,9.576,8.247,4.438
"2005-03",0.263,0.523,0.644,7.942,5.281,8.47,6.955,3.988
"2005-04",0.326,0.503,0.666,10.439,6.894,9.098,4.02,4.497
"2005-05",0.928,3.79,1.558,3.624,5.583,3.775,0.645,3.226
"2005-06",1.587,5.666,3.3,0.898,3.996,0.396,0.02,2.359
"2005-07",3.286,8.568,3.013,1.847,2.16,0.229,0.069,2.56
"2005-08",4.758,10.07,2.929,1.532,1.493,0.16,0.012,2.799
"2005-09",4.794,9.9,2.467,2.932,1.178,0.026,0.157,2.787
"2005-10",3.5,5.422,4.321,6.184,2.111,0.016,1.908,2.815
"2005-11",1.444,5.458,3.625,7.881,4.81,0.253,5.392,3.134
"2005-12",2.435,1.204,1.175,8.218,5.839,2.161,6.942,3.929
