#Dataset: Monthly information aggregated on IPCC reference regions for CMIP5/6 and CORDEX
#Reference: https://doi.org/10.5194/essd-12-2959-2020
#Project: CORDEX-SAM
#Experiment: historical
#Model: MPI-M-MPI-ESM-LR_r1i1p1_SMHI-RCA4_v3
#Variable: pr
#Variable_longname: mean daily precipitation
#Units: mm/day
#Time_frequency: month
#Feature_type: regional mean time series
#Regions: IPCC-WGI-reference-regions-v4
#Area: land only
#Spatial_resolution: 0.5 degrees
#Interpolation_method: cdo remapcon
#Creation_Date: 2021-03-15
"date","SCA","NWS","NSA","NES","SAM","SWS","SES","SSA","full_domain"
"1975-09",10.603,5.263,3.39,1.34,0.915,3.624,1.264,2.321,2.606
"1975-10",16.31,6.295,4.102,2.75,5.259,3.469,2.818,3.131,4.275
"1975-11",10.44,6.398,7.843,7.558,9.68,2.914,2.257,2.918,6.295
"1975-12",7.472,5.386,6.167,10.289,10.284,4.361,3.087,4.294,6.527
"1976-01",5.522,4.537,4.373,9.515,8.606,4.429,4.381,3.508,5.81
"1976-02",4.086,5.709,4.399,8.545,8.196,3.612,3.519,3.712,5.492
"1976-03",2.597,7.164,4.17,9.625,8.647,3.099,2.44,4.149,5.566
"1976-04",2.766,6.928,7.697,9.842,3.908,3.964,0.529,3.262,5.291
"1976-05",7.36,6.438,9.562,3.829,1.119,3.964,0.797,2.646,4.485
"1976-06",11.229,2.588,3.959,1.675,0.054,3.571,0.224,2.731,2.177
"1976-07",14.758,4.144,3.925,1.212,0.493,6.017,0.99,3.096,2.752
"1976-08",14.891,3.15,3.042,1.101,0.206,4.931,0.534,2.562,2.175
"1976-09",13.971,6.177,3.338,0.981,1.02,4.02,2.017,2.676,2.939
"1976-10",14.744,6.968,3.613,2.353,3.632,2.606,2.047,3.553,3.682
"1976-11",12.032,7.964,6.064,5.169,7,3.207,4.067,3.88,5.742
"1976-12",5.895,5.931,5.877,8.012,10.722,2.584,3.665,3.771,6.197
"1977-01",3.59,3.686,2.923,9.716,9.563,4.774,3.841,3.665,5.418
"1977-02",2.905,4.871,3.103,8.82,8.631,3.977,4.992,3.931,5.503
"1977-03",3.618,6.214,4.133,9.63,8.36,3.162,4.412,3.571,5.808
"1977-04",5.783,7.554,8.411,10.259,6.891,2.559,2.193,3.282,6.381
"1977-05",13.413,5.6,6.769,3.511,2.078,4.874,1.535,3.804,4.22
"1977-06",14.015,2.673,4.843,2.164,0.214,5.18,0.368,3.602,2.722
"1977-07",15.768,2.814,3.244,1.25,0.209,8.045,0.353,3.187,2.415
"1977-08",15.932,2.71,2.169,1.159,0.182,4.905,0.45,2.333,1.934
"1977-09",13.754,5.679,3.386,1.407,1.398,3.152,1.485,2.683,2.844
"1977-10",11.046,7.449,4.262,2.036,6.29,3.178,3.082,3.753,4.444
"1977-11",12.977,6.223,7.371,9.309,8.594,3.554,3.015,3.635,6.527
"1977-12",7.518,5.569,6.051,11.434,8.879,2.996,4.954,3.889,6.746
"1978-01",6.141,4.389,4.49,12.057,8.288,3.449,3.777,4.182,6.008
"1978-02",3.69,4.929,4.786,11.398,8.752,2.774,4.83,3.475,6.193
"1978-03",3.353,6.299,5.041,9.591,7.582,3.119,2.91,3.294,5.575
"1978-04",4.253,7.374,7.593,8.759,7.117,4.059,1.407,3.89,5.906
"1978-05",12.026,5.461,6.491,2.144,1.53,4.625,1.205,2.678,3.688
"1978-06",14.501,2.811,4.055,1.665,0.166,4.818,0.456,2.918,2.448
"1978-07",14.977,2.736,3.062,1.22,0.105,3.191,0.706,3.518,2.116
"1978-08",11.484,3.892,2.675,0.841,0.535,2.769,0.781,2.084,2.01
"1978-09",14.785,5.833,3.294,0.709,1.21,3.058,1.164,2.862,2.669
"1978-10",14.023,6.712,5.338,2.397,4.087,4.548,1.76,3.386,4.189
"1978-11",10.22,6.653,8.418,7.965,9.284,3.302,2.736,3.887,6.617
"1978-12",6.192,4.207,5.506,11.546,8.484,4.684,3.898,3.893,6.273
"1979-01",5.206,4.111,3.155,9.724,8.467,3.192,4.846,4.275,5.525
"1979-02",3.82,5.479,3.238,7.217,7.258,2.602,3.763,3.933,4.837
"1979-03",2.157,6.764,4.425,9.288,8.059,2.984,1.97,3.111,5.271
"1979-04",4.874,7.113,8.626,5.859,3.686,4.413,0.884,3.514,5.07
"1979-05",10.2,4.63,8.621,3.288,0.697,2.79,0.968,2.87,3.944
"1979-06",11.036,3.439,4.319,1.207,0.191,2.66,0.45,3.193,2.315
"1979-07",12.473,2.679,2.264,1.216,0.105,5.283,0.592,3.326,1.959
"1979-08",15.071,3.199,2.083,0.849,0.222,3.41,0.89,3.175,1.927
"1979-09",16.033,5.715,2.91,1.513,1.372,4.088,1.046,3.092,2.786
"1979-10",12.412,7.494,3.596,1.756,4.466,2.836,2.46,3.006,3.81
"1979-11",5.319,6.159,6.857,5.662,6.818,2.858,2.013,3.542,5.174
"1979-12",6.374,4.565,6.735,9.779,9.604,4.478,3.514,3.968,6.441
"1980-01",4.919,3.385,2.983,11.41,8.39,4.647,4.494,4.199,5.647
"1980-02",4.108,5.667,2.313,7.618,8.61,3.171,3.521,3.771,4.894
"1980-03",3.266,5.786,3.26,9.515,9.039,3.391,2.596,3.765,5.285
"1980-04",5.738,6.614,5.633,11.669,5.587,4.699,1.817,4.021,5.708
"1980-05",11.089,4.165,6.128,4.184,1.475,2.368,1.032,2.742,3.545
"1980-06",16.458,3.888,4.362,1.278,0.236,4.233,0.491,3.151,2.633
"1980-07",15.815,3.033,3.484,1.165,0.035,5.092,0.311,2.088,2.214
"1980-08",16.185,4.66,3.19,1.174,0.704,5.637,0.496,3.686,2.595
"1980-09",16.152,6.055,4.051,1.22,0.512,5.052,0.191,3.103,2.802
"1980-10",12.291,8.489,5.137,2.271,4.479,2.663,2.545,2.569,4.346
"1980-11",10.399,6.238,7.119,7.294,8.816,3.555,3.521,3.092,6.225
"1980-12",8.29,4.189,5.506,10.959,8.385,4.583,4.851,3.691,6.398
"1981-01",3.77,4.743,3.678,9.935,9.604,4.244,2.444,3.912,5.459
"1981-02",3.824,4.276,3.199,8.147,9.033,3.955,4.158,3.731,5.259
"1981-03",4.032,6.769,5.919,11.059,7.83,2.503,2.692,3.357,6.032
"1981-04",3.265,6.819,6.353,6.015,1.807,3.278,1.149,4.069,4.194
"1981-05",8.568,5.56,6.321,2.832,0.836,4.4,1.545,3.514,3.661
"1981-06",13.711,3.929,6.021,1.585,0.27,3.851,0.938,2.566,3.047
"1981-07",12.977,2.164,3.116,1.43,0.04,3.921,0.307,2.305,1.939
"1981-08",12.93,3.613,2.51,1.104,0.355,3.802,0.869,2.639,2.084
"1981-09",12.564,5.399,3.231,1.681,0.954,3.297,0.687,3.343,2.592
"1981-10",17.633,6.485,7.11,3.937,2.359,2.947,0.787,3.51,4.331
"1981-11",11.238,5.237,6.981,5.732,7.293,3.458,2.629,3.531,5.468
"1981-12",7.245,4.43,7.544,10.316,12.498,2.922,3.189,3.483,6.985
"1982-01",6.265,4.818,5.672,11.126,8.78,4.367,3.206,3.997,6.212
"1982-02",4.335,5.585,3.306,9.712,10.264,3.253,3.646,3.893,5.737
"1982-03",2.765,6.385,5.106,9.559,9.496,2.934,1.483,3.302,5.58
"1982-04",3.112,6.413,7.695,9.784,6.372,3.614,1.335,3.26,5.758
"1982-05",9.65,6.442,8.089,4.365,1.934,5.275,1.922,2.813,4.713
"1982-06",12.823,3.704,5.686,1.924,0.198,3.593,1.295,2.113,2.996
"1982-07",14.482,3.055,3.391,1.386,0.099,7.485,0.292,3.149,2.409
"1982-08",12.628,3.271,2.425,0.858,0.254,3.621,0.577,2.614,1.89
"1982-09",11.817,5.786,2.742,1.286,1.251,3.844,0.721,2.438,2.493
"1982-10",20.445,6.955,3.046,1.805,3.348,2.556,2.491,3.092,3.62
"1982-11",11.077,7.431,5.901,6.071,9.429,1.746,2.69,2.901,5.719
"1982-12",7.821,5.848,5.238,8.634,9.108,2.951,4.487,3.799,6.107
"1983-01",4.146,5.374,3.908,10.368,8.997,4.28,5.173,3.937,6.12
"1983-02",3.876,5.431,3.755,6.559,8.001,4.468,5.141,3.957,5.372
"1983-03",2.11,6.448,4.309,7.716,9.215,2.653,2.167,3.689,5.207
"1983-04",3.422,7.37,5.802,9.294,4.196,3.127,1.035,4.025,4.952
"1983-05",7.343,3.647,6.134,3.521,0.974,3.227,1.508,3.371,3.417
"1983-06",12.142,3.204,3.832,1.569,0.222,5.675,0.715,3.183,2.501
"1983-07",12.609,2.615,3.194,1.088,0.166,4.703,0.599,3.379,2.134
"1983-08",12.413,3.298,2.159,0.847,0.324,2.417,0.848,2.703,1.822
"1983-09",12.083,4.583,3.261,1.187,0.797,2.538,0.834,2.743,2.364
"1983-10",12.886,7.214,4.087,2.529,5.309,2.57,2.153,3.585,4.101
"1983-11",9.254,7.521,7.529,6.736,6.4,1.544,1.723,2.785,5.481
"1983-12",6.379,5.095,6.218,9.21,9.451,3.881,2.569,4.367,6.051
"1984-01",4.289,4.549,4.06,11.462,9.705,4.84,3.083,3.913,5.952
"1984-02",4.124,5.173,3.932,7.888,9.01,4.686,3.322,3.641,5.374
"1984-03",3.309,6.965,4.936,7.09,8.836,2.361,2.736,2.634,5.335
"1984-04",6.441,7.243,7.121,7.612,5.692,4.427,1.891,3.066,5.518
"1984-05",8.231,4.005,6.74,2.834,0.802,3.54,1.03,3.258,3.406
"1984-06",11.991,3.584,5.32,1.692,0.191,6.515,0.728,3.136,2.963
"1984-07",11.778,2.648,3.013,1.277,0.179,3.334,0.69,3.601,2.048
"1984-08",11.6,3.788,2.786,0.902,0.147,4.287,0.612,3.014,2.07
"1984-09",12.421,5.969,3.169,0.997,0.89,4.042,1.28,3.252,2.691
"1984-10",12.974,7.472,3.718,2.337,4.943,2.026,2.682,2.949,4.006
"1984-11",12.778,7.03,6.564,6.485,7.325,3.102,2.338,3.313,5.631
"1984-12",7.185,6.03,6.622,10.84,9.017,3.412,2.922,3.721,6.465
"1985-01",5.082,3.984,4.307,12.379,8.75,3.804,5.051,4.297,6.303
"1985-02",3.586,4.27,3.445,9.437,9.169,3.349,3.423,4.292,5.364
"1985-03",4.354,6.787,4.414,9.749,7.12,4.518,2.036,3.617,5.38
"1985-04",5.381,7.015,5.486,6.157,5.263,2.432,1.892,3.608,4.696
"1985-05",9.708,4.775,7.623,3.452,0.606,2.82,1.847,2.366,3.877
"1985-06",15.125,4.566,5.275,1.823,0.349,7.792,0.882,2.928,3.285
"1985-07",12.129,2.105,3.054,1.145,0.092,1.622,0.46,2.101,1.745
"1985-08",13.781,3.853,2.861,1.444,0.25,3.127,1.349,3.094,2.33
"1985-09",11.941,5.627,2.724,0.863,1.808,4.179,1.303,2.924,2.666
"1985-10",15.617,6.422,6.411,3.979,3.529,2.29,0.94,2.907,4.257
"1985-11",8.771,6.155,7.982,4.696,7.12,1.764,1.392,2.796,5.192
"1985-12",11.2,4.331,6.549,12.847,8.49,2.865,2.383,4.151,6.434
"1986-01",4.267,4.244,5.79,12.163,8.552,4.351,1.835,3.992,5.966
"1986-02",2.002,5.138,5.036,10.585,9.27,2.803,4.369,3.677,6.125
"1986-03",2.06,7.313,5.553,12.21,9.252,2.662,2.085,3.194,6.23
"1986-04",3.847,6.5,6.574,8.5,3.876,2.594,1.109,3.358,4.833
"1986-05",14.934,6.08,8.523,4.117,1.188,3.928,1.148,3.023,4.502
"1986-06",12.908,3.91,4.555,1.839,0.703,4.034,0.976,2.131,2.777
"1986-07",11.55,2.589,3.295,1.621,0.127,5.868,0.764,2.452,2.259
"1986-08",13.104,2.718,2.312,1.182,0.227,5.717,0.511,3.058,1.995
"1986-09",16.354,6.526,2.371,1.369,2.551,2.593,3.071,2.216,3.216
"1986-10",9.569,7.603,4.224,2.354,4.79,2.384,2.652,2.978,4.055
"1986-11",9.703,8.27,6.082,5.402,7.888,2.983,2.93,3.349,5.627
"1986-12",7.753,6.052,6.972,9.721,10.723,3.312,3.229,3.904,6.733
"1987-01",4.672,4.755,3.964,12.156,9.59,3.697,1.931,4.008,5.743
"1987-02",3.067,5.463,3.588,9.19,9.06,3.964,3.502,3.794,5.505
"1987-03",3.575,6.879,6.32,9.96,9.299,3.436,1.955,4.106,6.142
"1987-04",2.851,6.798,5.872,8.442,5.663,3.001,1.869,3.472,5.134
"1987-05",8.009,5.188,8.353,4.369,0.958,3.258,0.886,3.674,4.142
"1987-06",11.364,3.356,4.874,1.501,0.096,4.744,0.658,2.724,2.625
"1987-07",13.074,3.133,3.962,1.214,0.133,4.927,0.483,2.733,2.359
"1987-08",14.68,3.747,2.527,1.014,0.192,6.348,0.276,3.17,2.169
"1987-09",20.577,6.893,3.774,1.072,1.508,3.064,1.52,2.944,3.21
"1987-10",14.026,7.491,3.699,2.289,4.942,3.592,2.204,3.045,4.02
"1987-11",8.085,3.966,5.469,7.04,9.611,3.801,3.631,3.327,5.692
"1987-12",8.1,5.742,7.511,10.73,10.248,2.747,3.561,3.467,6.918
"1988-01",3.498,4.065,3.485,11.349,8.555,3.272,3.427,3.84,5.508
"1988-02",2.414,5.005,4.196,11.925,9.628,2.922,2.449,3.143,5.757
"1988-03",2.992,6.007,4.185,9.631,9.086,2.893,3.842,4.067,5.785
"1988-04",2.887,5.45,7.282,6.427,4.578,2.267,1.127,2.691,4.614
"1988-05",7.856,5.87,9.363,5.611,1.388,3.281,1.021,2.369,4.669
"1988-06",15.094,3.472,4.684,1.837,0.191,4.142,0.668,2.743,2.71
"1988-07",12.459,2.547,3.037,1.306,0.065,3.258,0.347,2.805,1.925
"1988-08",13.184,3.84,3.156,1.073,0.262,4.363,0.442,2.98,2.222
"1988-09",16.133,5.316,2.944,0.884,1.013,3.708,0.715,3.216,2.52
"1988-10",8.912,6.59,6.313,1.783,3.661,3.137,1.246,2.775,3.919
"1988-11",15.572,6.627,8.435,8.07,8.229,1.746,2.045,3.431,6.335
"1988-12",6.876,5.291,5.864,13.677,8.396,3.237,2.371,4.374,6.419
"1989-01",4.053,4.831,3.937,9.094,8.021,4.283,2.555,3.733,5.176
"1989-02",2.139,5.491,3.802,10.694,8.27,2.501,3.542,3.415,5.527
"1989-03",2.832,6.562,4.285,11.726,9.929,3.132,3.037,3.373,6.132
"1989-04",2.793,6.535,6.383,6.548,5.302,3.98,1.014,3.641,4.784
"1989-05",8.214,5.163,8.206,3.73,0.773,3.861,0.996,3.974,4.057
"1989-06",10.035,3.031,4.148,2.039,0.542,3.856,0.671,3.578,2.517
"1989-07",10.868,2.343,4.056,1.107,0.054,5.747,0.341,2.623,2.232
"1989-08",8.877,2.977,2.504,0.727,0.159,5.248,0.289,3.065,1.817
"1989-09",19.147,5.805,1.901,1.842,1.424,5.882,0.593,3.136,2.705
"1989-10",13.041,7.458,1.961,2.968,6.401,3.053,2.83,3.329,4.014
"1989-11",11.922,7.673,7.558,8.258,7.686,2.189,2.458,3.498,6.216
"1989-12",8.306,5.528,6.466,12.143,10.195,3.772,4.999,4.299,7.248
"1990-01",3.563,5.533,4.422,10.858,7.962,2.827,2.951,3.889,5.613
"1990-02",3.045,4.295,2.098,7.359,9.52,4.157,3.065,3.629,4.725
"1990-03",1.923,6.85,3.723,10.307,7.396,3.452,1.993,3.39,5.205
"1990-04",2.402,5.882,6.893,8.422,4.627,3.764,2.121,2.908,5.165
"1990-05",7.724,4.979,5.832,2.419,1.206,4.765,2.58,3.124,3.676
"1990-06",12.374,4.387,5.322,1.224,0.479,4.342,1.253,3.186,3.005
"1990-07",13.908,2.712,4.021,1.3,0.144,2.296,0.804,3.722,2.31
"1990-08",14.616,4,2.18,0.768,0.231,6.793,0.509,2.854,2.14
"1990-09",14.339,5.355,2.323,1.46,1.068,4.165,0.512,3.337,2.412
"1990-10",12.502,8.971,5.384,3.324,5.13,2.373,2.215,2.956,4.654
