#Dataset: Monthly information aggregated on IPCC reference regions for CMIP5/6 and CORDEX
#Reference: https://doi.org/10.5194/essd-12-2959-2020
#Project: CORDEX-AUS
#Experiment: rcp85
#Model: NCC-NorESM1-M_r1i1p1_CLMcom-HZG-CCLM5-0-15_v1
#Variable: pr
#Variable_longname: mean daily precipitation
#Units: mm/day
#Time_frequency: month
#Feature_type: regional mean time series
#Regions: IPCC-WGI-reference-regions-v4
#Area: land only
#Spatial_resolution: 0.5 degrees
#Interpolation_method: cdo remapcon
#Creation_Date: 2021-03-15
"date","SEA","NAU","CAU","EAU","SAU","NZ","full_domain"
"2006-01",8.507,2.292,0.37,1.29,0.492,5.727,3.661
"2006-02",7.388,3.082,1.31,1.343,0.619,3.81,3.611
"2006-03",9.569,1.292,0.597,0.713,0.999,3.206,3.663
"2006-04",5.949,0.305,0.116,0.524,0.643,3.397,2.468
"2006-05",3.904,0.154,0.03,0.792,0.859,3.043,1.784
"2006-06",4.365,0.077,0.079,0.765,0.707,3.631,1.909
"2006-07",2.845,0.066,0.244,0.621,1.2,3.838,1.627
"2006-08",2.751,0.058,0.372,0.274,1.55,4.465,1.663
"2006-09",2.96,0.372,0.498,1.176,1.061,3.659,1.736
"2006-10",4.886,0.317,0.11,0.784,0.693,6.587,2.206
"2006-11",8.15,1.491,0.447,1.415,1.282,6.228,3.337
"2006-12",9.146,5.354,0.808,0.999,0.988,4.171,4.393
"2007-01",9.996,4.926,1.582,1.377,0.906,4.409,4.728
"2007-02",8.703,4.369,0.263,0.906,0.47,5.854,3.995
"2007-03",9.187,4.989,1.256,0.607,1.1,5.95,4.514
"2007-04",5.878,0.282,0.093,0.475,0.98,5.209,2.649
"2007-05",2.803,0.31,0.212,0.959,1.192,3.021,1.75
"2007-06",3.821,0.092,0.204,0.289,1.118,3.237,1.715
"2007-07",1.512,0.072,0.292,0.198,1.248,3.36,1.179
"2007-08",1.865,0.108,0.372,0.388,1.749,4.561,1.445
"2007-09",1.947,0.078,0.162,1.087,1.233,6.147,1.336
"2007-10",2.749,0.227,0.196,0.835,0.942,5.069,1.548
"2007-11",4.133,0.63,0.215,0.518,0.937,5.58,2.081
"2007-12",6.264,1.202,0.279,1.852,0.643,7.385,2.736
"2008-01",9.52,2.086,1.558,1.324,1.584,5.047,4.303
"2008-02",8.685,3.499,1.011,0.871,0.615,7.57,4.164
"2008-03",8.92,1.634,0.179,0.902,0.742,4.802,3.567
"2008-04",8.324,0.615,0.184,0.832,0.473,2.979,3.209
"2008-05",3.844,0.452,0.028,0.301,0.478,3.969,1.943
"2008-06",4.041,0.099,0.166,0.589,1.173,3.603,1.839
"2008-07",2.835,0.142,0.179,0.378,0.986,3.277,1.548
"2008-08",1.77,0.067,0.2,0.188,0.992,5.482,1.269
"2008-09",2.631,0.143,0.411,1.242,1.161,3.503,1.515
