#Dataset: Monthly information aggregated on IPCC reference regions for CMIP5/6 and CORDEX
#Reference: https://doi.org/10.5194/essd-12-2959-2020
#Project: CORDEX-CAM
#Experiment: historical
#Model: NOAA-GFDL-GFDL-ESM2M_r1i1p1_OURANOS-CRCM5_v1
#Variable: pr
#Variable_longname: mean daily precipitation
#Units: mm/day
#Time_frequency: month
#Feature_type: regional mean time series
#Regions: IPCC-WGI-reference-regions-v4
#Area: sea only
#Spatial_resolution: 0.5 degrees
#Interpolation_method: cdo remapcon
#Creation_Date: 2021-03-14
"date","NCA","SCA","CAR","NWS","NSA","NES","SAM","full_domain"
"2001-08",2.573,7.963,2.523,2.405,1.089,0.61,NA,4.707
"2001-09",3.702,5.036,2.38,2.538,0.414,0.629,NA,4.619
"2001-10",8.805,12.652,3.609,4.643,0.291,0.684,NA,6.246
"2001-11",4.166,5.757,2.376,5.228,1.76,0.624,NA,5.098
"2001-12",1.486,2.381,1.862,10.757,5.306,2.424,NA,4.175
"2002-01",2.148,1.283,3.135,10.207,1.096,3.29,NA,4.359
"2002-02",2.368,0.503,1.954,10.776,1.235,3.837,NA,5.232
"2002-03",0.963,0.497,1.137,9.899,1.388,3.824,NA,4.759
"2002-04",1.211,0.758,2.348,8.439,1.739,10.528,NA,5.516
"2002-05",1.121,1.269,1.06,8.97,5.025,12.425,NA,4.874
"2002-06",0.735,5.031,2.227,4.866,10.988,7.354,NA,4.645
"2002-07",1.764,6.331,1.647,2.134,3.843,1.316,NA,5.15
"2002-08",3.214,7.516,2.045,1.701,0.894,0.797,NA,5.459
"2002-09",5.657,9.334,2.024,2.39,0.138,0.64,NA,6.434
"2002-10",6.14,16.492,3.605,5.016,2.936,0.54,NA,6.816
"2002-11",3.924,11.917,5.632,4.429,7.01,0.592,NA,5.953
"2002-12",1.492,3.685,2.445,5.154,8.458,3.212,NA,4.284
"2003-01",1.466,0.93,1.623,4.584,3.925,5.397,NA,3.567
"2003-02",0.514,0.802,1.698,8.13,2.408,2.165,NA,3.724
"2003-03",0.29,0.639,1.128,6.817,2.16,2.339,NA,3.886
"2003-04",0.541,0.429,0.926,5.2,1.57,16.712,NA,4.055
"2003-05",0.886,1.63,1.299,6.691,2.585,5.209,NA,3.056
"2003-06",0.834,5.612,1.304,2.829,5.031,4.961,NA,3.87
"2003-07",3.445,8.451,2.574,1.583,2.179,0.698,NA,4.786
"2003-08",19.832,18.222,2.18,2.293,0.7,0.703,NA,6.638
"2003-09",16.644,19.038,4.488,3.44,0.912,0.597,NA,6.425
"2003-10",5.638,15.514,3.454,4.808,1.969,0.569,NA,5.349
"2003-11",2.631,12.555,3.412,4.419,4.83,1.09,NA,5.21
"2003-12",2.739,3.827,2.207,4.4,3.717,3.939,NA,3.92
"2004-01",1.137,1.397,2.27,6.169,2.045,2.568,NA,2.958
"2004-02",0.789,0.925,1.508,10.314,1.836,3.368,NA,3.408
"2004-03",0.847,0.6,1.05,11.941,1.205,3.906,NA,3.334
"2004-04",0.176,0.486,1.252,9.164,1.857,11.85,NA,3.223
"2004-05",0.281,1.319,1.067,4.979,2.964,18.459,NA,3.201
"2004-06",0.487,3.262,1.623,3.181,5.656,3.33,NA,3.767
"2004-07",4.576,9.201,2.308,1.858,4.322,0.731,NA,4.488
"2004-08",3.976,10.324,1.688,2.38,1.097,0.564,NA,5.484
"2004-09",10.458,11.529,1.574,2.258,0.384,0.785,NA,5.957
"2004-10",8.907,16.73,4.083,3.157,1.745,0.684,NA,5.688
"2004-11",4.655,13.362,2.18,5.13,4.129,0.771,NA,5.308
"2004-12",4.332,2.643,1.522,5.781,4.923,3.252,NA,3.924
"2005-01",1.005,0.944,1.83,9.561,3.186,1.865,NA,3.172
"2005-02",1.831,0.91,1.783,10.847,1.8,1.897,NA,3.386
"2005-03",1.106,0.904,1.191,8.987,1.771,3.191,NA,3.479
"2005-04",0.184,0.397,0.845,5.177,1.929,7.868,NA,3.47
"2005-05",0.578,1.708,1.194,4.573,3.822,17.931,NA,3.52
"2005-06",1.624,2.365,1.041,1.75,5.43,2.385,NA,3.129
"2005-07",1.784,8.971,1.972,1.586,4.446,0.57,NA,4.349
"2005-08",13.467,7.723,3.041,1.975,0.49,0.692,NA,5.285
"2005-09",10.295,15.603,2.178,3.277,0.318,0.661,NA,5.983
"2005-10",7.953,6.929,2.828,4.008,1.498,0.798,NA,5.839
"2005-11",5.725,10.756,3.18,4.508,4.832,0.947,NA,5.308
"2005-12",4.888,2.66,2.355,6.34,4.431,6.241,NA,4.31
