#Dataset: Monthly information aggregated on IPCC reference regions for CMIP5/6 and CORDEX
#Reference: https://doi.org/10.5194/essd-12-2959-2020
#Project: CORDEX-CAM
#Experiment: historical
#Model: ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1
#Variable: pr
#Variable_longname: mean daily precipitation
#Units: mm/day
#Time_frequency: month
#Feature_type: regional mean time series
#Regions: IPCC-WGI-reference-regions-v4
#Area: sea only
#Spatial_resolution: 0.5 degrees
#Interpolation_method: cdo remapcon
#Creation_Date: 2021-03-14
"date","NCA","SCA","CAR","NWS","NSA","NES","SAM","full_domain"
"2003-05",0.887,4.194,2.62,2.728,8.333,8.682,NA,2.668
"2003-06",1.826,6.997,4.148,2.191,7.707,2.949,NA,3.971
"2003-07",5.457,8.137,4.001,1.62,2.407,0.53,NA,3.417
"2003-08",4.388,7.029,2.164,2.288,0.964,0.298,NA,3.114
"2003-09",6.746,10.948,3.363,3.72,1.715,0.182,NA,4.436
"2003-10",5.735,12.732,6.651,3.861,3.456,0.426,NA,4.743
"2003-11",2.899,7.148,3.131,3.623,7.715,3.305,NA,4.097
"2003-12",2.158,4.675,1.929,2.222,4.08,4.718,NA,3.277
"2004-01",2.953,2.095,2.616,2.532,1.99,7.934,NA,2.707
"2004-02",0.607,0.754,2.295,3.372,1.201,9.894,NA,2.686
"2004-03",0.847,0.543,1.302,3.593,0.771,12.275,NA,2.907
"2004-04",0.45,1.301,1.327,4.82,2.2,18.829,NA,3.173
"2004-05",0.308,4.471,2.137,3.526,7.305,7.831,NA,3.326
"2004-06",4.258,8.997,3.119,1.972,10.574,5.917,NA,4.103
"2004-07",4.24,4.861,3.859,1.526,5.111,0.677,NA,3.802
"2004-08",7.705,8.769,2.885,2.706,1.198,0.402,NA,3.61
"2004-09",5.664,11.181,2.669,3.165,1.785,0.435,NA,4.448
"2004-10",8.845,15.508,2.575,5.143,4.65,0.733,NA,4.67
"2004-11",2.711,7.253,3.789,3.583,6.662,2.329,NA,3.998
"2004-12",2.448,5.363,1.832,3.882,7.437,8.071,NA,3.441
"2005-01",1.846,1.115,1.607,2.306,3.065,9.345,NA,2.539
"2005-02",0.751,0.756,2.09,2.197,1.102,11.499,NA,2.544
"2005-03",1.718,0.928,1.492,2.388,0.758,14.375,NA,2.957
"2005-04",0.563,1.677,0.618,3.93,0.614,20.897,NA,3.279
"2005-05",1.357,4.497,2.108,3.339,2.795,9.629,NA,3.128
"2005-06",1.3,8.106,2.84,2.271,10.116,11.774,NA,4.105
"2005-07",5.063,6.991,3.465,1.991,3.99,0.847,NA,3.746
"2005-08",2.762,4.254,1.641,2.532,1.772,0.321,NA,2.822
"2005-09",2.073,7.753,5.434,4.125,1.323,0.199,NA,3.976
"2005-10",9.202,12.433,4.856,4.353,7.111,0.662,NA,4.917
"2005-11",3.243,8.994,3.191,3.216,5.22,2.514,NA,3.6
"2005-12",0.912,2.748,2.955,2.782,2.28,7.29,NA,2.871
