#Dataset: Monthly information aggregated on IPCC reference regions for CMIP5/6 and CORDEX
#Reference: https://doi.org/10.5194/essd-12-2959-2020
#Project: CORDEX-SAM
#Experiment: historical
#Model: CSIRO-QCCCE-CSIRO-Mk3-6-0_r1i1p1_SMHI-RCA4_v3
#Variable: pr
#Variable_longname: mean daily precipitation
#Units: mm/day
#Time_frequency: month
#Feature_type: regional mean time series
#Regions: IPCC-WGI-reference-regions-v4
#Area: sea only
#Spatial_resolution: 0.5 degrees
#Interpolation_method: cdo remapcon
#Creation_Date: 2021-03-15
"date","SCA","NWS","NSA","NES","SAM","SWS","SES","SSA","full_domain"
"1995-03",4.52,7.521,2.5,2.069,NA,0.479,3.949,2.398,2.691
"1995-04",3.889,6.23,3.389,3.5,NA,1.103,1.874,2.349,2.626
"1995-05",3.629,3.189,2.844,4.41,NA,1.679,2.145,2.703,2.921
"1995-06",7.337,2.657,6.433,1.957,NA,1.892,0.993,2.805,3.002
"1995-07",6.815,3.487,2.703,0.711,NA,2.149,0.979,2.149,2.843
"1995-08",8.382,4.064,2.048,0.351,NA,1.402,1.952,2.031,2.701
"1995-09",6.026,4.286,1.189,0.256,NA,1.767,1.389,2.165,2.505
"1995-10",4.927,5.671,0.866,0.143,NA,0.638,2.309,1.903,2.371
"1995-11",5.809,6.69,1.998,0.383,NA,0.36,2.634,1.658,2.204
"1995-12",3.515,6.159,3.953,0.849,NA,0.461,3.244,1.769,2.359
"1996-01",3.218,4.871,1.953,1.056,NA,0.303,2.937,1.883,2.251
"1996-02",2.394,6.551,2.527,1.672,NA,0.409,1.29,1.955,1.917
"1996-03",2.965,5.91,2.244,2.249,NA,0.703,2.28,2.717,2.41
"1996-04",3.55,4.571,2.067,3.266,NA,1.289,2.494,2.46,2.514
"1996-05",4.176,2.318,3.138,3.229,NA,1.81,2.317,2.614,2.654
"1996-06",7.325,2.253,4.186,1.282,NA,2.531,2.341,2.535,3.007
"1996-07",6.406,3.293,2.988,0.764,NA,2.161,1.123,2.466,2.82
"1996-08",5.582,2.981,1.13,0.756,NA,2.024,0.947,2.299,2.491
"1996-09",7.023,3.93,1.264,0.363,NA,1.346,1.622,2.018,2.502
"1996-10",6.345,5.835,0.24,0.329,NA,0.692,1.909,1.473,2.71
"1996-11",6.779,6.997,0.811,0.77,NA,0.977,1.929,1.904,2.55
"1996-12",6.291,5.984,2.096,1.459,NA,0.383,3.371,1.732,2.47
"1997-01",5.855,8.618,3.261,1.227,NA,0.508,2.865,1.863,2.357
"1997-02",5.412,6.97,2.812,2.178,NA,0.418,1.8,2.447,2.248
"1997-03",3.426,8.337,1.342,2.567,NA,0.709,1.675,2.365,2.418
"1997-04",5.131,6.111,1.294,2.67,NA,1.076,2.581,2.841,2.711
"1997-05",7.229,2.691,3.027,3.302,NA,2.468,2.347,2.393,2.69
"1997-06",7.917,2.927,6.592,1.197,NA,1.46,3.082,2.08,3.046
"1997-07",7.307,2.751,3.703,0.862,NA,1.752,0.524,2.272,2.728
"1997-08",8.471,3.858,1.984,0.522,NA,1.757,1.523,1.897,2.495
"1997-09",6.461,4.068,1.156,0.356,NA,1.281,1.934,1.922,2.453
"1997-10",8.209,4.699,0.352,0.406,NA,0.717,1.852,1.704,2.408
"1997-11",7.601,6.142,0.675,0.402,NA,0.287,3.011,1.49,2.462
"1997-12",6.357,4.549,3.446,0.54,NA,0.592,2.638,1.664,2.407
"1998-01",4.598,7.3,2.47,2.369,NA,0.379,4.039,1.841,2.264
"1998-02",5.071,7.03,1.657,1.342,NA,0.676,1.989,2.137,2.321
"1998-03",3.729,5.42,1.623,1.966,NA,0.733,3.13,2.519,2.42
"1998-04",4.618,4.701,1.508,2.996,NA,1.297,2.914,2.625,2.501
"1998-05",5.489,3.079,2.82,2.381,NA,2.773,2.314,2.645,3.355
"1998-06",8.878,4.084,4.34,0.643,NA,3.627,1.458,2.669,3.224
"1998-07",7.265,3.957,2.259,0.522,NA,1.957,0.686,2.277,2.811
"1998-08",8.965,4.47,1.194,0.26,NA,1.258,1.453,1.992,2.689
"1998-09",5.697,4.291,0.413,0.347,NA,1.231,1.084,2.13,2.391
"1998-10",8.325,4.585,0.532,0.148,NA,0.826,2.274,1.725,2.699
"1998-11",9.43,4.965,1.715,0.229,NA,0.784,2.273,1.803,2.69
"1998-12",6.733,5.962,4.469,0.67,NA,0.268,4.037,1.507,2.545
"1999-01",3.397,7.815,2.957,1.613,NA,0.492,2.178,2.111,2.274
"1999-02",3.857,6.237,4.282,1.404,NA,0.449,2.228,2.049,2.281
"1999-03",5.078,6.276,3.372,1.638,NA,0.64,3.162,2.174,2.75
"1999-04",7.177,5.863,3.148,2.77,NA,1.063,2.303,2.731,2.883
"1999-05",10.446,3.268,3.067,2.064,NA,1.868,1.931,1.979,2.969
"1999-06",8.761,3.094,3.186,1.284,NA,2.913,2.199,2.496,3.033
"1999-07",9.305,3.727,2.46,0.635,NA,1.813,1.676,2.032,3.047
"1999-08",6.923,4.227,1.535,0.302,NA,1.864,0.638,2.085,2.431
"1999-09",7.838,4.586,0.567,0.372,NA,1.329,1.771,1.938,2.638
"1999-10",6.609,5.475,0.133,0.652,NA,0.801,2.208,1.858,2.755
"1999-11",5.654,6.534,1.057,0.489,NA,0.68,2.212,1.587,2.465
"1999-12",5.048,4.577,2.55,1.057,NA,0.514,3.561,1.943,2.566
"2000-01",3.704,4.813,1.592,0.58,NA,0.267,2.577,1.854,2.158
"2000-02",5.643,6.445,1.465,1.109,NA,0.713,2.13,1.796,2.508
"2000-03",5.976,5.649,1.82,0.955,NA,1.011,2.465,2.52,2.648
"2000-04",5.226,5.562,2.998,1.32,NA,1.266,2.093,2.618,2.986
"2000-05",7.693,3.204,3.26,0.836,NA,2.075,2.153,2.566,3.362
"2000-06",8.524,3.142,1.077,0.678,NA,2.317,1.476,2.272,2.767
"2000-07",8.518,2.779,1.135,0.543,NA,1.784,2.929,2.507,2.899
"2000-08",7.058,3.508,0.581,0.408,NA,1.444,0.399,2.413,2.659
"2000-09",7.262,4.212,0.504,0.292,NA,0.949,1.907,1.839,2.452
"2000-10",9.207,4.89,0.654,0.217,NA,0.865,2.672,1.79,2.42
"2000-11",7.175,5.699,1.697,0.541,NA,0.449,3.238,1.524,2.603
"2000-12",4.138,5.66,3.975,0.433,NA,0.46,2.765,1.73,2.374
"2001-01",2.442,6.192,1.703,0.684,NA,0.455,3.694,1.84,2.414
"2001-02",1.807,6.21,1.994,2.004,NA,0.612,3.289,2.086,2.277
"2001-03",2.487,7.625,1.388,2.646,NA,1.401,1.976,2.849,2.16
"2001-04",4.211,4.493,2.086,3.357,NA,0.609,2.416,2.44,2.445
"2001-05",5.265,2.952,3.238,1.527,NA,1.782,2.211,2.406,2.768
"2001-06",7.124,2.982,7.938,0.782,NA,2.488,1.348,2.724,3.081
"2001-07",7.502,3.061,2.539,0.627,NA,1.674,1.799,2.844,2.723
"2001-08",6.498,3.421,1.96,0.533,NA,2.017,0.548,2.275,2.664
"2001-09",5.807,4.284,0.443,0.48,NA,1.748,0.842,1.968,2.465
"2001-10",8.367,5.162,0.615,0.211,NA,1.225,2.137,1.799,2.585
"2001-11",6.083,5.642,1.665,0.746,NA,0.499,2.67,1.674,2.541
"2001-12",3.939,6.691,3.324,0.453,NA,0.49,2.506,1.904,2.378
"2002-01",2.522,7.23,4.136,0.837,NA,0.505,1.968,1.864,2.079
"2002-02",3.61,8.334,3.005,1.416,NA,0.551,1.896,1.93,2.287
"2002-03",3.622,6.187,2.102,1.748,NA,0.564,1.914,2.369,2.443
"2002-04",4.173,5.504,1.378,3.766,NA,0.986,3.524,2.079,2.648
"2002-05",6.764,2.933,3.283,3.988,NA,2.002,2.311,2.46,2.987
"2002-06",10.11,3.138,8.228,0.77,NA,2.723,1.9,2.295,3.389
"2002-07",8.539,3.505,3.243,0.446,NA,1.736,1.653,2.003,2.721
"2002-08",7.138,4.17,1.869,0.433,NA,1.862,1.091,2.267,2.753
"2002-09",7.546,4.354,0.818,0.229,NA,1.438,1.019,1.89,2.417
"2002-10",6.445,5.091,0.423,0.182,NA,0.705,1.115,1.766,2.185
"2002-11",7.253,5.894,0.764,0.478,NA,0.682,2.184,1.942,2.494
"2002-12",6.36,6.326,2.774,0.794,NA,0.392,3.408,1.66,2.542
"2003-01",3.636,9.1,1.508,1.594,NA,0.771,3.389,2.324,2.365
"2003-02",4.562,8.028,1.687,1.411,NA,0.631,2.374,2.491,2.373
"2003-03",4.694,6.233,2.666,2.01,NA,0.278,2.808,1.891,2.587
"2003-04",6.299,5.43,3.703,3.089,NA,1.053,4.215,2.666,2.916
"2003-05",7.435,2.652,4.511,2.514,NA,1.948,2.251,2.541,2.751
"2003-06",8.682,2.758,5.014,1.014,NA,2.021,1.682,2.817,3.016
"2003-07",7.827,3.405,1.68,0.755,NA,1.485,1.314,2.098,2.707
"2003-08",6.114,3.592,0.997,0.375,NA,1.55,1.15,1.983,2.725
"2003-09",6.671,4.254,0.807,0.138,NA,1.639,2.167,2.281,2.506
"2003-10",10.183,4.768,0.341,0.274,NA,0.693,2.366,1.529,2.663
"2003-11",7.938,5.857,1.591,1.036,NA,0.505,2.719,1.44,2.806
"2003-12",4.575,4.613,3.142,0.672,NA,0.295,3.119,1.597,2.306
"2004-01",2.004,4.411,1.892,0.781,NA,0.542,2.612,1.944,2.074
"2004-02",4.381,6.837,1.996,0.805,NA,0.578,2.039,2.75,2.261
"2004-03",5.017,6.587,2.31,2.098,NA,0.807,1.899,2.509,2.435
"2004-04",5.814,7.287,3.199,1.287,NA,1.372,2.616,2.639,3.063
"2004-05",6.692,3.027,4.387,1.778,NA,1.855,2.794,2.934,2.988
"2004-06",8.208,2.403,4.837,0.692,NA,2.56,2.13,2.2,3.137
"2004-07",10.619,3.423,3.036,0.65,NA,2.016,1.593,1.519,2.972
"2004-08",7.396,4.029,0.771,0.37,NA,2.043,1.604,1.91,2.977
"2004-09",7.974,4.774,0.772,0.201,NA,1.731,0.911,2.284,2.418
"2004-10",9.001,5.046,0.189,0.316,NA,1.015,2.097,1.845,2.495
"2004-11",9.43,5.125,0.806,0.729,NA,0.655,1.995,1.234,2.832
"2004-12",7.641,5.27,1.633,0.44,NA,0.461,2.771,1.879,2.486
"2005-01",5.251,7.33,2.056,1.07,NA,0.311,2.414,1.983,2.333
"2005-02",3.984,8.436,2.922,1.119,NA,0.705,2.232,2.416,2.566
"2005-03",4.47,6.967,2.543,1.769,NA,0.611,1.844,1.81,2.542
"2005-04",5.551,5.174,4.017,1.323,NA,1.31,3.092,2.155,2.881
"2005-05",9.053,3.395,4.905,0.891,NA,2.136,2.049,2.623,2.99
"2005-06",9.385,3.29,3.987,0.709,NA,1.997,1.589,2.33,3.205
"2005-07",8.236,3.767,2.137,0.519,NA,1.36,0.851,2.477,2.822
"2005-08",8.005,4.207,0.874,0.395,NA,1.55,1.846,2.456,2.864
"2005-09",6.051,3.963,0.365,0.172,NA,1.319,0.469,1.698,2.372
"2005-10",7.509,4.584,0.344,0.419,NA,0.863,1.866,1.652,2.766
"2005-11",5.922,5.697,2.94,0.355,NA,0.481,2.321,1.516,2.342
"2005-12",4.07,5.963,4.209,0.858,NA,0.511,3.1,1.652,2.399
