#Dataset: CCCma-CanESM2_r1i1p1_UNSW-WRF360J_v1
#Variable: tas
#Area: landsea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-18
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","SEA","NAU","CAU","EAU","SAU","NZ","full_domain"
"2006-01",27.839,29.283,30.55,26.029,18.958,15.562,22.307
"2006-02",27.638,29.346,30.155,25.186,18.609,15.986,22.494
"2006-03",27.964,29.388,27.482,23.493,17.572,16.308,22.251
"2006-04",28.381,28.717,24.324,20.026,16.278,14.149,21.217
"2006-05",28.061,26.347,20.06,16.602,14.464,12.74,19.894
"2006-06",27.437,25.061,16.122,14.643,11.691,11.93,18.579
"2006-07",26.949,24.102,14.086,12.132,10.631,11.508,17.765
"2006-08",26.672,24.554,16.794,14.029,11.1,10.948,17.718
"2006-09",26.912,26.04,21.972,17.509,12.407,10.988,18.281
"2006-10",27.131,27.062,24.399,19.074,13.459,11.338,18.935
"2006-11",27.488,28.266,29.737,23.491,16.077,12.721,20.145
"2006-12",27.794,29.396,30.476,23.717,17.89,14.226,21.325
"2007-01",27.816,29.302,29.846,24.733,18.53,16.403,21.96
"2007-02",27.689,29.06,28.963,23.968,18.611,17.33,22.314
"2007-03",27.487,28.645,25.684,21.936,16.996,16.584,21.759
"2007-04",27.338,28.058,24.097,19.845,16.127,15.495,21.076
"2007-05",27.049,26.445,18.785,16.641,13.409,13.12,19.348
"2007-06",26.87,24.559,14.657,14.576,11.703,12.135,18.288
"2007-07",26.544,23.998,14.729,11.882,10.736,11.043,17.606
"2007-08",26.507,25.33,16.849,13.601,10.949,10.692,17.696
"2007-09",26.585,25.741,19.348,15.227,11.956,10.712,17.924
"2007-10",26.798,27.176,23.778,18.998,13.598,11.719,18.795
"2007-11",27.196,27.615,25.424,20.492,15.353,12.527,19.675
"2007-12",27.433,27.878,27.302,22.383,17.618,14.192,20.818
"2008-01",27.481,28.634,29.058,23.326,18.593,16.098,21.807
"2008-02",NA,NA,NA,NA,NA,NA,NA
"2008-03",27.372,27.867,26.088,21.389,17.555,15.99,21.708
"2008-04",27.33,27.269,23.014,18.677,15.63,14.873,20.607
"2008-05",27.02,25.266,17.362,15.109,13.448,12.787,19.23
"2008-06",26.697,24.567,14.886,13.363,11.882,11.952,18.151
"2008-07",26.338,22.624,12.772,10.452,10.798,10.746,17.429
"2008-08",26.429,24.18,16.422,13.094,11.587,11.002,17.656
"2008-09",26.58,24.922,20.711,15.677,12.231,11.138,18.15
"2008-10",26.866,26.555,24.113,18.515,13.498,11.653,18.921
"2008-11",27.253,27.747,27.533,21.584,15.145,12.622,19.908
"2008-12",27.708,28.948,28.571,22.873,16.662,14.341,21.137
"2009-01",27.889,29.001,28.396,23.768,17.798,15.942,21.902
"2009-02",27.579,28.618,28.043,23.534,18.119,16.384,22.082
"2009-03",27.685,28.684,27.72,23.641,17.391,15.962,21.745
"2009-04",27.718,27.726,24.425,19.618,15.89,15.025,20.991
"2009-05",27.678,26.564,21.343,16.999,14.132,13.321,19.882
"2009-06",27.205,24.624,15.788,12.71,11.559,11.977,18.478
"2009-07",26.928,24.685,16.017,12.759,10.748,10.855,17.922
"2009-08",27.128,24.98,16.191,13.312,10.566,9.796,17.638
"2009-09",27.235,25.454,19.048,15.758,11.514,10.799,18.043
"2009-10",27.234,26.98,24.853,19.633,13.22,11.192,18.854
"2009-11",27.498,28.109,28.475,23.095,14.519,12.515,19.928
"2009-12",27.843,29.355,29.876,25.086,17.369,13.914,21.241
"2010-01",27.651,29.139,29.97,23.842,18.527,16.068,22.001
"2010-02",27.637,28.866,30.255,23.529,19.189,15.977,22.328
"2010-03",27.733,28.609,29.118,23.298,18.631,15.343,22.031
"2010-04",27.95,27.676,23.702,19.477,16.55,14.476,21.004
"2010-05",27.928,26.627,18.934,16.211,14.101,13.012,19.694
"2010-06",27.301,24.689,14.484,13.224,11.879,12.148,18.32
