#Dataset: CSIRO-BOM-ACCESS1-0_r1i1p1_UNSW-WRF360J_v1
#Variable: tas
#Area: landsea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-18
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","SEA","NAU","CAU","EAU","SAU","NZ","full_domain"
"2006-01",27.33,28.41,28.365,23.718,19.459,17.831,21.971
"2006-02",27.245,28.466,27.361,24.025,19.42,18.407,22.302
"2006-03",27.185,28.035,27.253,21.82,18.683,18.058,21.98
"2006-04",27.148,27.192,22.962,19.395,16.894,16.097,20.968
"2006-05",26.94,25.402,18.427,15.685,14.303,14.819,19.63
"2006-06",26.782,23.433,13.89,12.391,12.441,13.104,18.303
"2006-07",26.488,23.625,14.392,12.189,11.725,12.64,17.997
"2006-08",26.425,24.613,17.891,14.633,12.166,12.361,18.151
"2006-09",26.604,25.168,19.156,15.746,11.873,12.075,18.36
"2006-10",26.793,26.565,24.076,18.752,14.222,12.577,19.285
"2006-11",27.069,27.52,27.113,21.215,16.294,13.405,20.382
"2006-12",27.325,28.206,29.068,23.464,17.754,14.528,21.349
"2007-01",27.415,28.199,29.711,25.464,19.17,16.508,22.301
"2007-02",27.278,27.966,29.667,24.703,19.713,16.212,22.28
"2007-03",27.249,27.994,26.455,22.087,18.302,16.321,21.636
"2007-04",27.347,27.811,24.06,20.327,16.722,15.598,20.95
"2007-05",27.142,26.744,20.65,17.526,14.63,14.383,19.883
"2007-06",26.958,25.09,15.373,14.818,12.168,13.183,18.708
"2007-07",26.79,23.85,13.414,13.716,11.334,12.009,17.985
"2007-08",26.763,24.11,16.56,13.993,12.689,11.726,18.124
"2007-09",26.792,25.435,21.007,16.714,13.571,12.376,18.64
"2007-10",26.968,26.765,24.827,19.002,14.887,12.533,19.449
"2007-11",27.117,27.581,26.892,21.448,16.402,14.253,20.437
"2007-12",27.33,27.686,27.972,23.324,17.97,15.505,21.55
"2008-01",27.399,28.41,30.021,25.174,19.694,17.153,22.317
"2008-02",27.403,28.414,27.957,24.087,19.268,17.235,22.294
"2008-03",27.343,28.272,26.796,23.054,18.239,17.05,22.003
"2008-04",27.284,27.349,22.15,19.182,16.489,15.359,21.025
"2008-05",27.209,26.127,18.722,16.053,14.607,13.605,19.778
"2008-06",26.946,24.841,16.279,14.214,13.016,12.876,18.844
"2008-07",26.492,23.599,16.374,13.123,12.437,12.079,18.218
"2008-08",26.542,24.067,16.43,14.051,12.201,11.953,18.107
"2008-09",26.787,25.324,19.214,16.013,13.31,11.82,18.471
"2008-10",26.918,26.658,24.132,19.29,14.163,12.962,19.365
"2008-11",27.023,27.594,26.826,21.565,16.213,13.857,20.279
"2008-12",27.353,28.25,26.829,22.733,16.944,15.804,21.204
"2009-01",27.363,28.797,28.976,23.489,18.313,17.206,22.041
"2009-02",27.297,28.54,28.655,22.591,19.386,18.021,22.418
"2009-03",27.25,28.096,26.529,21.539,18.163,17.114,21.989
"2009-04",27.282,27.35,22.336,19.292,16.691,15.292,20.886
"2009-05",27.078,25.895,19.295,15.415,14.895,13.953,19.792
"2009-06",26.601,23.945,15.761,12.708,12.986,12.975,18.509
"2009-07",26.019,23.394,15.424,12.191,12.029,12.412,17.937
"2009-08",26.134,24.02,17.4,12.947,11.997,11.469,17.886
"2009-09",26.488,25.077,20.212,15.404,13.132,11.949,18.488
"2009-10",26.861,26.385,25.029,19.336,15.501,12.835,19.421
"2009-11",27.123,27.138,25.549,20.395,16.264,13.724,20.268
"2009-12",27.311,27.994,27.764,23.502,17.703,14.799,21.289
"2010-01",27.461,28.58,31.044,23.994,19.815,15.941,22.393
"2010-02",27.377,28.309,28.737,23.442,19.711,16.47,22.348
"2010-03",27.545,28.473,27.21,22.646,18.473,16.812,21.968
"2010-04",27.527,27.611,23.098,20.213,16.821,15.573,20.982
"2010-05",27.413,25.573,16.977,15.566,13.968,13.781,19.595
"2010-06",27.042,23.678,14.654,13.427,13.035,12.832,18.397
"2010-07",26.339,22.675,13.015,11.558,11.787,12.095,17.679
"2010-08",26.068,23.282,16.106,14.222,12.154,11.547,17.759
"2010-09",26.649,25.349,21.246,17.316,13.758,12.242,18.595
"2010-10",26.787,26.425,25.254,19.518,14.792,12.702,19.339
"2010-11",27.15,27.636,27.385,21.914,16.337,14.121,20.325
"2010-12",27.416,28.03,28.384,22.947,18.149,15.638,21.482
"2011-01",27.464,28.607,29.128,24.431,19.064,17.706,22.254
"2011-02",27.517,28.167,28.668,23.637,20.783,16.981,22.503
"2011-03",27.449,27.54,26.054,22.462,19.572,16.632,21.96
"2011-04",27.327,27.177,24.222,19.322,17.304,15.936,21.284
"2011-05",27.153,25.577,19.192,16.074,14.922,14.294,19.964
"2011-06",26.847,23.846,15.093,13.135,13.14,12.7,18.68
"2011-07",26.54,23.26,14.164,13.165,12.074,11.718,17.844
"2011-08",26.38,24.619,18.567,14.925,12.318,11.745,18.214
"2011-09",26.599,24.987,20.596,16.292,13.417,12.066,18.544
"2011-10",26.754,26.325,24.904,19.819,15.006,12.956,19.493
"2011-11",27.03,27.602,27.95,22.737,16.783,13.66,20.492
"2011-12",27.335,28.411,29.652,23.553,18.482,15.699,21.572
"2012-01",27.446,28.599,30.447,24.79,19.022,16.555,22.316
"2012-02",27.598,28.484,28.687,23.637,19.098,17.091,22.392
"2012-03",27.508,28.607,27.992,23.426,17.912,17.051,22.136
"2012-04",27.419,27.245,23.923,19.844,17.013,15.14,21.057
"2012-05",26.993,25.297,18.845,15.427,14.546,13.747,19.776
"2012-06",26.682,24.072,15.964,12.712,12.528,12.371,18.523
"2012-07",26.689,24.208,15.266,13.257,12.081,11.451,18.06
"2012-08",26.536,24.657,17.001,14.428,12.072,11.68,18.014
"2012-09",26.67,25.229,19.501,15.693,12.498,11.867,18.309
"2012-10",26.965,26.589,23.913,19.087,14.137,12.493,19.265
"2012-11",27.277,27.522,27.815,21.945,16.342,14.021,20.539
"2012-12",27.238,28.04,30.124,23.816,19.03,15.032,21.638
"2013-01",27.326,28.109,28.907,23.836,20.036,16.621,22.089
"2013-02",27.393,28.319,28.876,23.695,20.302,17.895,22.313
"2013-03",27.392,28.259,29.222,22.714,19.16,16.845,22.09
"2013-04",27.469,27.621,24.334,19.391,16.948,15.729,21.18
"2013-05",27.163,26.079,20.16,16.898,15.123,14.72,19.989
"2013-06",26.815,24.406,15.019,12.871,12.747,13.338,18.595
"2013-07",26.406,23.842,15.112,13.13,12.048,11.99,17.993
"2013-08",26.332,24.104,16.666,13.637,12.356,11.796,18.031
"2013-09",26.634,25.246,19.293,16.152,12.578,12.497,18.542
"2013-10",26.729,26.285,25.205,20.351,14.462,12.506,19.368
"2013-11",27.129,27.598,26.411,21.537,16.129,13.486,20.158
"2013-12",27.504,28.346,28.87,23.024,17.811,14.726,21.248
"2014-01",27.707,29.113,29.587,23.952,18.661,16.562,22.135
"2014-02",27.579,28.384,28.475,23.665,20.312,16.706,22.427
"2014-03",27.433,28.077,27.528,22.803,19.05,16.58,21.84
"2014-04",27.422,27.281,23.438,19.517,17.282,15.568,21.084
"2014-05",27.189,25.878,18.676,15.817,14.634,14.423,19.723
"2014-06",26.718,23.95,15.033,13.312,12.517,12.626,18.547
"2014-07",26.467,24.014,14.957,13.139,12.093,12.078,18.038
"2014-08",26.442,24.849,17.28,14.78,12.473,11.699,18.131
"2014-09",26.638,25.289,21.537,17.212,13.539,12.132,18.53
"2014-10",26.809,26.364,24.72,18.665,15.41,12.533,19.278
"2014-11",27.172,27.798,26.201,21.457,15.921,14.34,20.326
"2014-12",27.416,28.537,28.4,23.725,17.886,16.098,21.553
"2015-01",27.47,28.726,29.963,24.525,19.287,17.233,22.423
"2015-02",27.42,28.288,27.953,24.036,19.271,18.585,22.426
"2015-03",27.37,28.278,27.189,22.041,18.397,17.643,22.189
"2015-04",27.32,27.637,26.129,21.319,17.398,15.96,21.437
"2015-05",27.149,25.81,18.729,16.419,14.385,13.544,19.676
"2015-06",26.627,23.788,15.364,13.004,12.951,12.259,18.542
"2015-07",26.317,23.218,14.271,12.922,11.516,11.278,17.767
"2015-08",26.472,24.24,17.003,13.903,12.055,11.192,17.936
"2015-09",26.615,25.228,20.47,16.108,12.888,12.226,18.457
"2015-10",26.719,26.569,25.544,19.556,14.548,13.233,19.372
"2015-11",26.991,27.594,27.734,22.272,15.902,13.879,20.335
"2015-12",27.306,28.169,28.191,22.603,17.504,15.323,21.241
"2016-01",27.461,28.26,28.317,23.655,18.948,16.166,22.045
"2016-02",27.506,28.377,28.616,24.656,19.35,16.948,22.45
"2016-03",27.484,27.832,26.704,22.499,18.433,16.007,21.929
"2016-04",27.513,27.425,24.309,19.811,17.321,14.712,20.946
"2016-05",27.356,26.279,19.365,17.173,14.98,13.993,19.809
"2016-06",26.797,24.732,15.914,14.101,13.206,12.804,18.577
"2016-07",26.503,24.32,15.5,13.688,12.583,12.512,18.091
"2016-08",26.495,24.453,16.803,14.613,12.058,12.592,18.036
"2016-09",26.883,25.912,19.449,16.295,12.543,12.175,18.51
"2016-10",27.242,26.904,24.348,19.376,14.685,12.915,19.516
"2016-11",27.499,27.922,26.645,22.031,16.137,14.038,20.449
"2016-12",27.555,28.488,28.454,22.843,18.03,14.976,21.495
"2017-01",27.604,28.878,31.077,25.68,20.115,16.266,22.369
"2017-02",27.532,28.616,30.928,26.62,20.204,16.974,22.493
"2017-03",27.565,28.847,29.196,23.828,18.759,16.555,22.117
"2017-04",27.644,27.47,22.156,19.199,16.003,15.781,20.977
"2017-05",27.564,25.784,17.433,16.519,14.474,14.157,19.81
"2017-06",27.192,24.161,15.366,13.941,12.796,12.879,18.754
"2017-07",26.895,24.347,14.826,13.099,11.857,12.083,18.129
"2017-08",26.862,24.677,16.31,14.971,11.577,12.215,18.109
"2017-09",27.049,25.881,19.037,17.532,12.414,12.782,18.613
"2017-10",27.276,26.666,21.825,17.793,13.474,13.096,19.247
"2017-11",27.26,27.844,26.517,21.083,15.14,13.976,20.489
"2017-12",27.617,28.646,28.449,23.27,17.157,15.38,21.509
"2018-01",27.571,28.502,28.609,23.767,18.64,17.626,22.393
"2018-02",27.59,28.2,27.19,22.887,18.413,17.869,22.422
"2018-03",27.537,28.068,25.918,22.197,18.76,16.936,21.999
"2018-04",27.634,27.286,23.242,19.363,16.892,16.5,21.243
"2018-05",27.384,25.246,16.954,15.224,13.691,14.252,19.754
"2018-06",26.844,23.582,15.397,13.497,13.01,12.622,18.579
"2018-07",26.529,22.953,14.514,12.07,11.939,11.77,17.9
"2018-08",26.256,23.418,16.259,13.809,12.037,11.79,17.821
"2018-09",26.571,25.238,21.091,16.702,12.741,11.977,18.591
"2018-10",26.758,26.449,24.451,19.482,14.621,12.492,19.333
"2018-11",27.143,27.596,27.754,21.783,16.641,13.118,20.534
"2018-12",27.487,28.278,29.912,24.603,18.538,15.279,21.725
"2019-01",27.586,28.308,29.827,24.591,20.321,16.246,22.314
"2019-02",27.615,28.732,27.969,23.623,19.376,17.397,22.469
"2019-03",27.591,28.288,26.477,21.909,18.214,16.805,22.072
"2019-04",27.777,27.929,23.163,19.728,17.117,15.511,21.355
"2019-05",27.538,26.446,19.642,16.974,14.567,13.653,20.046
"2019-06",27.092,24.764,15.956,14.09,12.74,13.263,18.825
"2019-07",26.559,23.907,15.017,12.873,11.346,11.463,18.066
"2019-08",26.857,24.569,15.259,13.563,11.293,11.399,17.877
"2019-09",26.983,24.747,18.767,15.51,13.034,12.16,18.469
"2019-10",27.352,26.933,25.017,19.754,14.804,13.336,19.638
"2019-11",27.486,27.787,26.878,20.846,16.282,13.833,20.58
"2019-12",27.757,28.497,29.585,22.783,18.434,14.739,21.688
"2020-01",27.806,28.372,28.296,22.687,20.152,17.063,22.218
"2020-02",27.705,28.616,29.584,22.735,20.729,17.704,22.56
"2020-03",27.612,28.045,26.189,21.583,18.809,17.158,22.022
"2020-04",27.641,27.241,22.464,19.023,16.797,16.788,21.062
"2020-05",27.367,26.12,19.478,15.919,14.38,15.015,19.94
"2020-06",27.05,24.411,14.831,13.3,12.116,13.402,18.626
"2020-07",26.891,23.275,14.082,12.142,11.625,12.713,17.982
"2020-08",26.581,23.835,16.388,13.971,12.058,12.412,18.002
"2020-09",26.864,25.319,20.965,17.105,12.743,12.811,18.649
"2020-10",27.032,26.549,24.61,20.106,13.756,13.588,19.474
"2020-11",27.238,27.507,26.226,21.055,15.415,13.899,20.368
"2020-12",27.444,28.467,29.111,22.94,17.566,16.09,21.692
"2021-01",27.617,28.417,28.199,23.529,19.473,16.962,22.366
"2021-02",27.471,28.222,28.79,23.831,19.565,18.091,22.593
"2021-03",27.437,28.244,27.306,21.957,18.43,17.504,22.204
"2021-04",27.508,27.599,23.323,19.305,16.918,16.186,21.345
"2021-05",27.181,25.097,17.82,15.63,14.738,13.319,19.825
"2021-06",26.906,24.291,16.228,13.523,13.411,13.074,18.844
"2021-07",26.474,23.842,15.444,13.431,12.105,12.498,17.97
"2021-08",26.686,24.459,17.08,13.843,11.874,11.767,18.106
"2021-09",26.714,25.006,20.194,15.944,12.802,12.374,18.464
"2021-10",26.865,26.173,24.632,18.567,14.806,12.715,19.268
"2021-11",27.175,27.578,27.749,22,16.639,14.315,20.479
"2021-12",27.439,28.364,28.919,23.599,18.283,15.557,21.607
"2022-01",27.492,28.496,28.912,24.398,19.084,17.31,22.382
"2022-02",27.401,28.094,28.449,23.687,19.52,18.194,22.405
"2022-03",27.431,28.052,27.594,22.744,19.054,17.174,22.081
"2022-04",27.482,27.241,23.066,19.881,16.132,15.396,20.983
"2022-05",27.27,25.14,18.046,15.629,14.195,13.872,19.621
"2022-06",26.639,23.055,12.756,12.476,11.981,12.008,18.244
"2022-07",26.266,23.511,14.87,13.439,11.964,11.8,17.872
"2022-08",26.36,24.488,18.005,14.754,12.557,11.979,18.149
"2022-09",26.511,24.691,19.786,16.379,12.951,12.139,18.292
"2022-10",26.851,26.008,23.302,18.061,14.075,12.454,19.061
"2022-11",27.338,27.656,26.734,20.861,15.437,13.75,20.257
"2022-12",27.574,28.296,30.252,23.842,18.804,14.94,21.729
"2023-01",27.659,28.644,29.726,24.245,18.944,16.181,22.099
"2023-02",27.697,28.933,30.308,24.716,19.821,16.562,22.593
"2023-03",27.644,28.64,28.492,22.9,19.154,16.466,22.235
"2023-04",27.774,28.249,25.581,20.452,17.989,15.354,21.383
"2023-05",27.599,27.026,19.095,16.983,14.315,14.494,19.962
"2023-06",27.045,24.924,15.976,13.342,13,13.196,18.863
"2023-07",26.581,24.092,15.865,13.293,12.066,12.201,18.207
"2023-08",26.591,24.706,17.728,15.318,12.104,12.106,18.288
"2023-09",26.989,26.203,22.179,18.349,13.316,12.762,18.867
"2023-10",27.219,27.46,26.52,20.035,14.979,13.366,19.783
"2023-11",27.5,28.304,27.779,21.914,16.083,14.853,20.676
"2023-12",27.728,29.06,30.391,24.437,18.164,15.925,21.963
"2024-01",27.801,28.763,30.711,25.41,19.795,16.596,22.59
"2024-02",27.805,28.515,31.353,26.238,20.984,17.453,22.879
"2024-03",27.75,28.337,27.428,23.064,18.263,16.847,22.175
"2024-04",27.705,27.539,23.997,20.838,18.112,15.778,21.362
"2024-05",27.506,25.886,18.988,16.926,14.821,14.127,19.901
"2024-06",27.051,23.835,14.996,13.481,12.895,12.828,18.566
"2024-07",26.665,23.896,14.602,12.106,11.659,12.081,18.005
"2024-08",26.659,24.632,17.598,14.666,12.199,12.493,18.333
"2024-09",26.872,25.66,21.478,16.908,13.529,12.832,18.912
"2024-10",27.084,26.723,24.179,20.027,14.406,13.36,19.577
"2024-11",27.276,27.673,27.515,21.317,16.438,14.075,20.568
"2024-12",27.579,28.531,28.381,22.914,17.791,15.814,21.564
"2025-01",27.71,28.807,29.251,23.717,19.201,17.332,22.424
"2025-02",27.461,28.204,29.135,24.077,19.866,18.03,22.636
"2025-03",27.525,28.44,27.268,21.796,18.789,17.407,22.206
"2025-04",27.599,27.57,22.85,19.028,16.126,16.001,21.391
"2025-05",27.419,25.929,19.522,16.834,14.752,14.468,20.317
"2025-06",27.033,24.826,15.861,13.269,12.471,13.479,19.04
"2025-07",26.646,24.498,15.309,12.314,11.878,12.312,18.295
"2025-08",26.682,24.9,17.77,14.56,12.025,11.987,18.342
"2025-09",26.657,25.325,19.906,16.144,13.108,12.529,18.742
"2025-10",27.086,26.56,25.592,20.118,15.323,12.501,19.658
"2025-11",27.356,27.791,28.738,22.317,17.129,13.091,20.642
