#Dataset: MOHC-HadGEM2-ES_r1i1p1_ICTP-RegCM4-7_v0
#Variable: tas
#Area: landsea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-18
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","SEA","NAU","CAU","EAU","SAU","NZ","full_domain"
"1970-01",25.07,26.675,28.814,23.498,18.358,15.911,20.962
"1970-02",25.324,27.087,31.027,23.952,19.771,16.683,21.664
"1970-03",25.519,26.685,28.337,22.381,18.652,16.529,21.314
"1970-04",25.234,25.811,24.853,21.141,17.164,15.24,20.38
"1970-05",25.081,25.69,21.15,17.625,14.284,14.416,19.242
"1970-06",24.987,24.61,18.761,16.139,13.051,12.942,18.401
"1970-07",24.74,23.952,16.44,14.239,11.869,11.771,17.558
"1970-08",24.983,24.777,18.409,16.232,12.295,11.679,17.612
"1970-09",25.184,25.434,21.397,17.212,12.739,12.34,17.96
"1970-10",25.198,26.083,23.494,18.774,14.25,13.013,18.544
"1970-11",25.173,26.518,26.112,21.971,16.027,15.049,19.509
"1970-12",25.156,26.889,27.679,23.066,17.836,16.854,20.583
"1971-01",25.172,26.924,30.89,24.715,20.795,17.542,21.658
"1971-02",25.235,26.358,28.253,24.214,21.154,18.045,21.756
"1971-03",25.304,26.758,28.237,22.288,18.73,17.696,21.366
"1971-04",25.135,26.326,24.571,21.235,16.925,16.761,20.515
"1971-05",25.146,25.472,20.835,18.246,15.175,14.684,19.291
"1971-06",24.768,24.013,17.324,15.91,13.038,13.978,18.223
"1971-07",24.615,22.796,16.184,13.7,12.372,12.594,17.55
"1971-08",24.806,24.266,19.075,16.509,12.19,12.789,17.655
"1971-09",24.909,24.997,20.844,17.312,12.868,12.867,17.885
"1971-10",24.72,26.08,24.281,19.711,14.476,12.95,18.567
"1971-11",24.822,26.395,25.913,21.572,15.498,14.54,19.397
"1971-12",25.054,26.691,26.794,22.386,18.215,16.753,20.452
"1972-01",25.267,26.901,29.34,24.815,18.999,18.049,21.362
"1972-02",25.261,26.517,29.406,23.717,20.111,17.876,21.679
"1972-03",25.209,26.382,26.713,21.965,18.566,16.859,21.098
"1972-04",25.053,26.246,23.411,21.168,15.793,16.037,20.176
"1972-05",25.003,25.378,19.449,17.055,13.875,14.589,19.074
"1972-06",24.809,23.726,16.277,14.099,12.641,13.156,17.975
"1972-07",24.635,23.447,17.2,14.256,12.566,12.507,17.642
"1972-08",24.868,24.451,18.672,15.849,11.74,12.27,17.552
"1972-09",25.019,25.292,22.754,18.339,13.007,12.303,18.016
"1972-10",24.901,26.037,24.201,19.988,13.498,12.479,18.454
"1972-11",24.94,26.666,26.888,21.309,15.53,13.893,19.464
"1972-12",25.164,26.768,28.288,22.99,18.635,15.392,20.584
"1973-01",25.345,26.884,29.489,23.794,20,16.659,21.457
"1973-02",25.603,26.822,29.162,23.372,20.151,16.994,21.648
"1973-03",25.415,26.664,27.484,23.037,18.406,17.442,21.26
"1973-04",25.481,26.423,23.862,20.513,16.424,15.981,20.452
"1973-05",25.291,25.339,20.366,17.328,14.654,14.591,19.415
"1973-06",25.094,23.82,16.667,14.491,12.667,13.109,18.213
"1973-07",25.025,23.805,15.971,14.375,12.321,12.274,17.666
"1973-08",25.196,24.072,18.448,15.46,12.621,12.24,17.692
"1973-09",25.147,25.37,23.356,17.374,13.316,12.145,18.096
"1973-10",24.959,26.314,26.092,20.006,14.824,12.685,18.878
"1973-11",24.957,26.43,26.397,20.422,16.131,13.765,19.516
"1973-12",25.046,27.193,29.433,22.912,18.648,15.495,20.771
"1974-01",25.311,26.777,29.622,23.859,19.844,16.826,21.565
"1974-02",25.583,26.568,28.401,24.804,20.127,17.507,21.67
"1974-03",25.544,26.421,26.968,22.918,18.297,17.17,21.371
"1974-04",25.534,26.384,23.546,20.087,15.9,15.946,20.457
"1974-05",25.315,25.991,21.045,18.435,14.519,14.407,19.408
"1974-06",25.184,23.776,15.462,15.882,12.703,13.284,18.201
"1974-07",25.043,23.731,16.992,14.097,12.263,12.098,17.713
"1974-08",24.952,24.55,19.738,15.558,11.959,11.801,17.678
"1974-09",25.086,24.996,22.118,17.129,13.365,12.234,18.059
"1974-10",24.845,25.973,24.174,20.546,13.839,13.094,18.636
"1974-11",25.043,26.886,27.559,21.057,16.117,14.212,19.767
"1974-12",25.065,26.531,27.874,22.662,19.009,15.467,20.666
"1975-01",25.205,26.357,28.831,25.4,19.866,16.63,21.493
"1975-02",25.221,26.668,28.814,24.952,19.09,16.568,21.427
"1975-03",25.362,26.628,26.932,22.139,18.085,16.546,21.038
"1975-04",25.235,26.272,24.431,20.372,16.284,15.493,20.165
"1975-05",25.118,25.561,18.873,15.949,13.471,14.378,19.037
"1975-06",24.947,24.607,19.341,15.182,13.064,12.95,18.327
"1975-07",24.81,23.623,16.032,13.551,11.085,11.948,17.524
"1975-08",24.944,23.906,18.118,14.652,11.744,11.835,17.58
"1975-09",25.034,24.982,20.783,17.023,12.475,11.839,17.95
"1975-10",24.797,26.236,24.794,20.64,14.423,12.866,18.72
"1975-11",24.905,26.392,26.921,22.511,15.406,14.04,19.515
"1975-12",25.091,27.267,29.066,23.363,17.287,15.443,20.659
"1976-01",25.244,26.921,28.591,23.378,19.606,16.334,21.259
"1976-02",25.391,26.711,27.637,24.629,18.785,16.606,21.432
"1976-03",25.679,26.521,27.365,23.534,18.558,16.228,21.27
"1976-04",25.492,25.816,22.908,19.887,16.599,15.068,20.308
"1976-05",25.268,25.683,21.835,18.557,15.377,14.104,19.321
"1976-06",25.111,23.724,15.5,14.239,11.935,12.713,17.975
"1976-07",24.922,22.498,13.68,12.544,10.992,11.044,17.083
"1976-08",24.995,23.929,18.473,15.304,11.779,11.483,17.528
"1976-09",24.959,24.644,22.076,17.641,13.138,11.955,18.013
"1976-10",24.928,25.733,24.839,18.165,14.025,11.618,18.48
"1976-11",24.76,26.68,27.475,21.382,15.77,13.421,19.541
"1976-12",25.019,26.878,28.608,23.742,17.477,15.491,20.532
"1977-01",25.444,27.106,30.771,24.535,19.406,16.692,21.621
