#Dataset: CSIRO-BOM-ACCESS1-0_r1i1p1_CSIRO-CCAM-2008_v1
#Variable: tas
#Area: landsea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-18
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","SEA","NAU","CAU","EAU","SAU","NZ","full_domain"
"2006-01",26.184,27.038,26.206,22.545,18.578,18.255,21.51
"2006-02",26.148,26.685,25.34,23.022,18.803,19.12,21.821
"2006-03",26.113,26.915,25.088,21.596,17.907,18.714,21.564
"2006-04",25.739,26.488,22.226,20.045,16.169,16.754,20.665
"2006-05",25.777,25.279,17.989,17.067,13.985,15.44,19.411
"2006-06",25.578,23.07,12.623,12.589,11.899,13.684,18.024
"2006-07",25.504,22.846,13.077,12.859,11.59,13.085,17.742
"2006-08",25.566,23.692,15.377,14.405,11.501,12.542,17.718
"2006-09",25.705,24.254,17.045,14.912,11.255,12.462,17.914
"2006-10",25.618,25.398,22.071,18.285,13.623,12.881,18.77
"2006-11",25.737,26.3,25.971,20.679,15.826,13.864,19.969
"2006-12",25.998,26.835,27.043,22.532,17.159,15.143,20.837
"2007-01",25.923,27.062,27.873,24.873,18.239,17.185,21.804
"2007-02",26.199,27.43,28.81,25.339,18.817,17.248,22.088
"2007-03",26.218,27.258,25.721,22.353,17.337,16.802,21.418
"2007-04",26.001,26.859,21.756,19.549,15.677,16.034,20.569
"2007-05",25.81,25.994,18.251,16.345,14.092,14.749,19.398
"2007-06",25.796,24.538,13.629,13.489,11.82,13.282,18.371
"2007-07",25.727,22.808,12.121,14.155,11.302,12.455,17.715
"2007-08",25.799,23.781,14.904,14.243,12.463,12.216,17.844
"2007-09",25.889,25.155,19.264,16.574,13.117,12.739,18.338
"2007-10",25.884,25.735,23.094,18.953,14.526,13.147,19.083
"2007-11",25.84,26.596,25.303,20.769,15.324,14.753,19.949
"2007-12",25.832,26.964,27.077,22.714,17.122,16.144,21.078
"2008-01",26.106,27.374,29.747,24.512,18.663,17.955,21.952
"2008-02",26.33,27.992,27.982,23.418,18.353,17.797,22.105
"2008-03",26.231,27.541,26.398,22.458,17.622,17.835,21.813
"2008-04",25.874,26.326,21.279,19.601,15.767,15.913,20.622
"2008-05",25.906,25.154,16.524,15.685,13.727,14.01,19.394
"2008-06",25.772,23.976,14.668,14.427,12.667,13.221,18.512
"2008-07",25.521,23.218,14.12,13.165,11.975,12.396,17.851
"2008-08",25.739,23.927,15.973,14.203,12.183,12.31,17.884
"2008-09",25.793,24.999,18.77,16.823,13.115,12.472,18.324
"2008-10",25.822,25.933,22.621,18.881,13.562,13.336,18.935
"2008-11",25.788,26.713,25.397,20.917,15.475,14.252,19.813
"2008-12",25.978,26.811,25.92,22.503,16.412,16.616,20.758
"2009-01",26.142,27.351,26.211,21.893,17.237,17.681,21.459
"2009-02",26.241,27.27,27.109,22.814,17.987,19.334,22.04
"2009-03",26.157,26.586,23.959,20.498,17.011,17.843,21.523
"2009-04",25.818,26.5,20.917,19.288,16.239,15.695,20.545
"2009-05",25.716,25.694,18.559,15.887,14.495,14.328,19.539
"2009-06",25.534,23.985,14.075,13.558,12.654,13.473,18.186
"2009-07",25.223,22.867,13.19,11.892,11.669,12.522,17.563
"2009-08",25.399,23.595,15.563,13.051,11.6,11.754,17.649
"2009-09",25.559,24.509,18.526,15.829,12.726,12.348,18.215
"2009-10",25.802,25.698,22.753,18.541,14.712,13.261,19.037
"2009-11",25.848,26.15,24.638,20.316,15.544,14.27,19.887
"2009-12",25.971,26.83,26.17,22.862,16.861,15.459,20.861
"2010-01",26.116,27.295,28.975,24.051,19.288,16.394,21.959
"2010-02",26.402,27.737,27.967,24.044,18.969,17.234,22.17
"2010-03",26.419,26.986,25.004,23.626,17.675,17.669,21.551
"2010-04",26.208,26.578,21.337,20.336,15.787,16.052,20.63
"2010-05",26.019,25.005,15.895,16.1,13.455,14.132,19.284
"2010-06",25.953,23.479,13.634,14.396,12.607,13.247,18.121
"2010-07",25.496,22.21,11.831,12.032,11.423,12.588,17.432
"2010-08",25.356,22.953,15.058,14.583,11.761,12.053,17.532
"2010-09",25.991,24.526,18.905,17.685,12.992,12.399,18.254
"2010-10",25.851,25.844,23.827,19.114,13.947,12.999,18.986
"2010-11",25.903,26.405,25.169,21.321,15.474,14.661,19.832
"2010-12",25.919,26.628,26.015,21.92,16.604,16.297,20.838
"2011-01",26.053,27.153,27.668,23.748,18.388,18.244,21.769
"2011-02",26.327,27.247,27.73,23.73,19.28,17.661,22.134
"2011-03",26.216,26.565,24.725,21.982,18.425,17.278,21.611
"2011-04",26.012,26.026,21.496,18.974,16.067,16.417,20.781
"2011-05",25.879,25.081,17.882,16.25,14.351,14.529,19.643
"2011-06",25.74,23.071,13.521,12.651,12.564,13.15,18.33
"2011-07",25.759,23.308,13.712,13.931,11.914,12.049,17.728
"2011-08",25.698,24.096,16.524,15.064,12.1,12.167,17.916
"2011-09",25.755,24.641,18.77,16.849,12.634,12.532,18.271
"2011-10",25.728,25.486,23.11,19.488,14.491,13.555,19.141
"2011-11",25.797,26.666,25.864,22.337,15.838,14.124,20.049
"2011-12",25.99,27.162,27.947,23.451,17.135,16.222,21.077
"2012-01",25.932,27.266,28.713,24.412,18.281,17.043,21.817
"2012-02",26.271,27.464,28.061,23.303,18.438,17.823,22.044
"2012-03",26.337,27.418,24.753,22.378,16.9,17.651,21.634
"2012-04",26.23,26.819,22.237,19.799,16.356,15.76,20.773
"2012-05",25.888,25.355,17.814,15.956,14.119,14.217,19.576
"2012-06",25.693,24.393,14.598,13.899,12.051,12.824,18.305
"2012-07",25.797,23.659,13.105,13.101,11.807,11.833,17.721
"2012-08",25.704,23.958,15.422,14.509,11.87,12.236,17.692
"2012-09",25.776,24.183,17.032,15.434,11.915,12.202,17.918
"2012-10",25.843,25.411,22.04,18.951,13.411,12.872,18.866
"2012-11",26.005,26.413,26.126,19.941,15.429,14.308,20.034
"2012-12",25.97,27.112,27.672,22.219,17.302,15.352,21.052
"2013-01",26.007,27.096,27.206,23.829,18.852,16.973,21.631
"2013-02",26.179,27.087,26.932,23.854,18.808,18.523,21.862
"2013-03",26.095,27.379,27.182,22.346,18.209,17.218,21.649
"2013-04",26.001,26.884,21.723,18.754,15.914,16.272,20.729
"2013-05",25.899,25.576,17.914,15.722,14.209,15.453,19.601
"2013-06",25.758,23.955,13.496,12.945,12.604,14.034,18.376
"2013-07",25.398,23.356,13.766,13.101,11.818,12.614,17.737
"2013-08",25.558,23.453,15.197,14.018,11.743,12.247,17.803
"2013-09",25.824,24.778,18.237,16.283,12.226,12.988,18.295
"2013-10",25.765,25.646,23.965,21.061,14.221,13.046,19.08
"2013-11",25.797,26.618,25.029,21.391,15.272,14.12,19.775
"2013-12",26.071,26.905,27.326,22.686,16.933,15.476,20.812
"2014-01",26.384,27.75,27.225,23.122,17.611,17.134,21.603
"2014-02",26.387,28.251,29.533,24.05,19.411,17.321,22.321
"2014-03",26.321,27.671,27.158,22.787,18.571,17.12,21.66
"2014-04",26.172,27.024,22.884,19.27,16.574,16.206,20.857
"2014-05",25.965,25.887,17.617,15.667,14.263,15.062,19.429
"2014-06",25.841,24.163,14.12,13.524,12.261,13.048,18.37
"2014-07",25.561,23.996,14.358,13.875,12.135,12.649,17.885
"2014-08",25.627,24.615,16.212,15.525,12.032,12.279,17.906
"2014-09",25.845,24.792,19.537,16.897,13.084,12.583,18.24
"2014-10",25.78,25.725,23.268,18.973,15.013,13.264,19.013
"2014-11",25.897,26.9,25.073,21.379,15.262,15.092,19.887
"2014-12",26.072,27.296,27.499,22.274,16.619,16.6,21.048
"2015-01",26.143,27.408,27.544,23.037,17.967,18.063,21.89
"2015-02",26.171,27.078,26.853,23.313,18.486,19.384,22.052
"2015-03",26.214,26.806,25.212,21.651,17.384,18.088,21.78
"2015-04",25.997,26.415,23.959,20.629,15.863,16.177,20.918
"2015-05",25.779,24.8,16.954,15.69,13.703,14.032,19.277
"2015-06",25.642,22.932,13.879,12.707,12.234,12.708,18.193
"2015-07",25.309,22.1,12.432,13.107,11.486,11.857,17.458
"2015-08",25.533,23.526,15.387,13.905,11.883,11.806,17.652
"2015-09",25.894,24.635,19.698,16.475,12.849,12.852,18.232
"2015-10",25.654,25.929,23.514,19.32,13.82,13.555,18.949
"2015-11",25.806,26.796,26.771,22.173,15.314,14.526,19.984
"2015-12",25.839,26.849,26.444,22.102,16.637,15.96,20.715
"2016-01",26.03,27.284,28.051,23.57,18.44,16.938,21.761
"2016-02",26.274,27.706,28.905,25.263,18.513,17.458,22.26
"2016-03",26.229,27.344,24.374,21.831,17.562,16.357,21.563
"2016-04",25.954,26.877,22.735,19.624,16.767,15.305,20.644
"2016-05",25.828,25.975,18.202,17.86,14.687,14.484,19.501
"2016-06",25.923,24.558,15.054,15.07,12.88,13.185,18.424
"2016-07",25.737,24.161,13.799,14.617,12.522,12.905,17.897
"2016-08",25.899,24.174,15.263,14.943,11.56,13.225,17.797
"2016-09",26.039,25.109,17.64,15.869,11.913,12.515,18.202
"2016-10",26.14,26.058,22.242,18.667,13.952,13.267,19.169
"2016-11",26.169,26.489,25.167,21.769,15.148,14.489,19.926
"2016-12",26.221,27.099,27.755,22.502,17.528,15.951,21.045
"2017-01",26.28,27.919,29.781,24.775,19.166,16.813,21.967
"2017-02",26.487,27.867,28.773,24.425,18.688,17.877,22.098
"2017-03",26.302,27.38,25.264,22.977,17.579,17.14,21.547
"2017-04",26.348,26.483,20.325,19.336,15.331,16.618,20.668
"2017-05",26.136,24.848,16.101,16.135,13.827,14.5,19.444
"2017-06",25.931,23.529,13.839,13.669,12.438,13.049,18.461
"2017-07",25.926,23.727,13.685,14.232,11.772,12.608,17.896
"2017-08",26.002,24.144,14.945,15.374,11.543,12.73,17.883
"2017-09",26.203,24.894,16.858,16.899,11.927,13.31,18.218
"2017-10",25.995,25.742,20.419,17.355,12.754,13.611,18.852
"2017-11",26.003,26.784,25.237,19.967,14.334,14.392,19.951
"2017-12",26.272,27.161,26.175,22.171,16.429,15.955,20.966
"2018-01",26.282,27.126,26.785,23.393,17.813,18.574,22.002
"2018-02",26.401,26.884,25.717,23.002,17.608,18.483,21.997
"2018-03",26.255,27.053,24.863,21.49,17.825,17.338,21.591
"2018-04",26.194,26.265,21.098,18.409,15.277,16.822,20.738
"2018-05",26.029,24.267,15.268,14.646,12.975,14.766,19.311
"2018-06",25.843,23.639,14.381,14.27,12.869,12.906,18.38
"2018-07",25.768,23.257,13.288,12.735,11.708,12.212,17.753
"2018-08",25.558,23.67,15.459,14.798,11.873,12.443,17.737
"2018-09",25.893,24.684,19.631,16.854,12.334,12.466,18.29
"2018-10",25.906,25.803,23.413,19.005,14.127,13.082,19.098
"2018-11",25.906,26.619,25.856,21.066,15.377,13.67,20.051
"2018-12",26.083,27.304,28.322,23.501,17.378,15.77,21.256
