#Dataset: MOHC-HadGEM2-ES_r1i1p1_GERICS-REMO2015_v1
#Variable: tas
#Area: landsea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-18
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","SEA","NAU","CAU","EAU","SAU","NZ","full_domain"
"1970-01",27.023,29.239,31.8,25.379,19.377,16.518,22.505
"1970-02",27.291,29.34,32.672,25.927,20.071,17.893,23.015
"1970-03",27.301,28.713,28.078,22.964,18.046,17.672,22.422
"1970-04",27.087,27.856,25.158,21.08,16.764,16.033,21.441
"1970-05",26.965,25.496,18.999,16.381,14.521,14.951,19.953
"1970-06",26.587,24.591,16.258,14.689,12.914,13.541,18.974
"1970-07",26.219,23.245,14.641,13.264,12.183,12.35,18.164
"1970-08",26.21,24.586,17.912,16.027,12.71,12.115,18.29
"1970-09",26.242,25.397,19.844,16.651,12.724,13.044,18.455
"1970-10",26.663,27.055,24.417,19.888,14.453,13.845,19.459
"1970-11",27.052,28.396,27.372,22.699,15.823,15.566,20.535
"1970-12",27.057,29.347,29.154,24.341,17.87,18.505,21.806
"1971-01",27.403,29.142,32.013,25.131,20.945,18.701,22.99
"1971-02",26.947,28.438,32.116,25.081,21.789,18.64,23.226
"1971-03",27.175,28.572,28.707,23.06,19.004,19.206,22.666
"1971-04",27.181,27.855,24.687,21.651,17.552,17.86,21.66
"1971-05",26.959,26.154,20.126,17.606,15.361,15.34,20.191
"1971-06",26.449,24.446,16.394,15.76,13.184,14.376,19.004
"1971-07",25.998,22.55,14.528,13.615,12.369,13.57,18.182
"1971-08",25.984,24.492,18.367,15.728,12.379,13.195,18.285
"1971-09",26.087,25.28,20.938,17.732,13.228,13.523,18.608
"1971-10",26.408,27.135,24.922,19.605,14.584,13.721,19.409
"1971-11",26.541,27.483,26.431,21.909,15.342,15.281,20.254
"1971-12",27.04,29.002,29.603,24.485,17.505,18.375,21.768
"1972-01",27.249,29.795,30.943,25.944,18.98,19.616,22.75
"1972-02",27.019,28.655,32.384,25.848,20.931,18.91,23.182
"1972-03",27.207,28.377,28.923,23.641,19.051,18.093,22.461
"1972-04",27.268,27.482,23.992,20.528,16.65,17.025,21.437
"1972-05",26.906,25.368,18.369,17.338,14.304,15.277,19.967
"1972-06",26.238,22.778,14.198,13.845,12.811,13.695,18.551
"1972-07",25.908,23.061,15.73,14.162,12.683,13.075,18.231
"1972-08",25.84,23.927,16.624,14.529,12.237,12.557,18.016
"1972-09",26.19,25.101,21.819,17.679,13.037,12.854,18.593
"1972-10",26.208,26.141,24.797,20.375,13.807,13.267,19.2
"1972-11",26.61,27.881,28.074,22.182,15.75,14.491,20.396
"1972-12",27.31,29.34,30.82,25.255,18.123,16.262,22.053
"1973-01",27.129,29.62,31.697,26.17,19.25,17.721,22.778
"1973-02",27.19,29.128,29.396,25.003,19.626,18.518,22.837
"1973-03",27.129,28.845,28.657,24.11,18.54,18.2,22.514
"1973-04",27.378,27.627,23.924,20.588,16.593,17.048,21.556
"1973-05",27.174,26.346,20.072,17.979,15.18,15.321,20.44
"1973-06",26.755,23.626,14.848,14.371,13.035,13.376,18.913
"1973-07",26.344,23.199,15.048,14.2,12.587,12.338,18.285
"1973-08",26.226,23.735,17.428,15.34,12.894,12.66,18.319
"1973-09",26.461,25.441,22.353,17.338,13.457,12.71,18.762
"1973-10",26.447,26.492,26.053,19.913,14.583,13.18,19.538
"1973-11",26.534,27.546,28.52,22.331,15.989,14.269,20.548
"1973-12",27.091,28.928,30.711,23.725,18.427,16.319,21.948
"1974-01",27.273,28.784,33.121,25.96,20.653,17.875,23.119
"1974-02",27.288,28.996,32.589,26.859,20.403,18.649,23.182
"1974-03",27.447,28.916,29.843,24.726,19.111,18.392,22.817
"1974-04",27.502,28.113,25.557,21.545,16.851,16.882,21.847
"1974-05",27.161,26.384,20.786,18.505,15.106,14.794,20.335
"1974-06",26.626,23.184,14.673,13.997,12.823,13.796,18.815
"1974-07",26.389,22.786,14.305,13.373,12.249,12.585,18.199
"1974-08",26.016,23.742,18.013,15.12,12.302,12.387,18.139
"1974-09",26.106,24.662,21.054,17.341,13.107,12.763,18.56
"1974-10",26.365,26.65,25.23,21.454,13.864,13.554,19.451
"1974-11",26.733,27.987,27.66,22.248,15.595,14.936,20.636
"1974-12",27.208,29.251,31.906,25.786,18.479,16.021,22.149
"1975-01",27.122,29.474,32.703,27.503,19.825,17.127,22.946
"1975-02",27.112,29.19,32.065,26.181,20.675,18.157,22.992
"1975-03",27.185,28.805,28.713,24.102,18.926,17.67,22.382
"1975-04",27.052,27.561,24.924,20.76,16.232,16.682,21.261
"1975-05",27.018,25.54,18.431,15.825,13.831,14.971,19.996
"1975-06",26.579,24.222,16.958,14.751,13.225,13.522,18.945
"1975-07",26.276,23.395,14.958,13.279,11.439,12.622,18.17
"1975-08",26.045,23.444,16.612,14.775,11.831,12.107,18.105
"1975-09",26.325,25.297,20.866,17.808,12.389,12.154,18.606
"1975-10",26.391,26.882,25.735,20.944,14.235,13.359,19.554
"1975-11",26.478,27.522,27.144,23.476,15.288,14.82,20.341
"1975-12",27.129,29.143,30.577,24.889,17.329,16.505,21.932
"1976-01",27.22,29.674,33.105,25.353,20.727,17.26,22.912
"1976-02",27.289,29.239,30.329,25.701,19.421,17.763,22.941
"1976-03",27.513,28.966,29.487,25.176,18.606,17.049,22.549
"1976-04",27.359,27.901,24.223,21.464,16.962,16.309,21.587
"1976-05",27.148,26.342,20.817,18.555,14.988,14.695,20.195
"1976-06",26.703,23.99,14.401,14.339,12.232,13.524,18.731
"1976-07",26.41,22.678,12.574,12.918,11.253,11.536,17.747
"1976-08",26.056,23.666,16.941,15.372,12.069,11.71,18.041
"1976-09",26.089,24.546,21.413,17.679,12.851,12.554,18.565
"1976-10",26.17,26.169,25.699,19.769,14.401,12.289,19.358
"1976-11",26.404,27.686,28.328,23.128,15.869,13.814,20.433
"1976-12",26.913,29.204,30.312,25.528,17.564,16.258,21.807
"1977-01",27.493,29.291,32.451,26.143,19.524,17.78,23.032
"1977-02",27.443,29.875,33.126,27.175,20.176,18.805,23.414
"1977-03",27.382,28.658,27.461,24.082,18.099,17.667,22.375
"1977-04",27.297,27.497,24.651,21.103,17.083,15.99,21.554
"1977-05",27.145,26.475,22.114,18.84,15.76,14.229,20.359
"1977-06",26.459,23.868,15.826,14.32,12.81,12.998,18.718
"1977-07",26.239,23.374,15.369,13.424,12.116,11.879,18.139
"1977-08",26.102,23.837,18.588,15.529,12.691,11.64,18.155
"1977-09",26.166,24.923,21.893,17.764,13.002,12.042,18.548
"1977-10",26.226,26.24,25.742,20.742,13.916,12.544,19.236
"1977-11",26.693,27.812,27.721,23.19,15.249,14.432,20.284
"1977-12",27.117,28.818,30.039,24.692,17.617,16.017,21.623
"1978-01",27.436,29.184,32.092,25.271,19.68,16.663,22.757
"1978-02",27.216,28.698,31.027,25.506,20.431,17.184,22.967
"1978-03",27.25,28.595,28.382,24.176,18.746,17.263,22.521
"1978-04",27.328,27.238,23.439,20.486,16.398,16.226,21.394
"1978-05",27.287,26.356,19.226,17.315,14.033,14.857,20.166
"1978-06",26.704,24.216,15.68,14.173,12.651,13.73,18.864
"1978-07",26.348,24.505,17.852,15.654,12.955,12.853,18.58
"1978-08",26.062,23.777,18.076,14.647,12.024,11.849,18.041
"1978-09",26.338,25.104,21.776,17.492,12.616,12.506,18.582
"1978-10",26.484,26.821,26.211,20.998,14.688,12.827,19.427
"1978-11",26.701,27.888,29.364,24.133,16.637,14.252,20.644
"1978-12",27.278,29.42,30.58,24.491,17.64,15.224,21.921
"1979-01",27.379,29.566,31.73,25.175,19.777,16.762,23.017
"1979-02",27.275,29.323,30.957,24.649,19.602,17.332,22.902
"1979-03",27.529,28.822,28.965,24.365,17.87,17.403,22.606
"1979-04",27.576,27.753,23.343,20.173,15.532,15.74,21.42
"1979-05",27.261,25.758,19.625,16.754,14.401,14.588,20.113
"1979-06",26.27,22.445,15.277,14.125,12.44,13.522,18.664
"1979-07",26.053,23.531,16.535,15.775,12.375,12.243,18.233
"1979-08",26.211,24.269,18.039,15.104,12.163,12.471,18.196
"1979-09",26.286,25.38,22.013,18.292,12.996,12.644,18.733
"1979-10",26.63,26.403,25.261,20.817,13.848,13.394,19.371
"1979-11",26.554,27.238,26.39,21.766,14.851,13.758,19.993
"1979-12",27.021,28.889,30.433,25.393,17.451,16.712,21.651
"1980-01",27.36,29.275,31.072,24.743,19.161,17.379,22.692
"1980-02",27.303,29.298,30.951,26.65,19.803,18.377,23.082
"1980-03",27.262,28.67,28.814,24.963,18.576,18.259,22.47
"1980-04",27.363,27.545,23.451,20.72,16.464,16.835,21.456
"1980-05",27.274,26.121,20.244,17.618,14.908,15.288,20.3
"1980-06",26.711,24.272,15.987,14.593,12.93,14.084,18.908
"1980-07",26.008,22.942,14.85,12.668,11.597,11.951,17.965
"1980-08",26.043,24.021,16.028,14.501,11.888,12.369,18.106
"1980-09",26.154,25.251,21.092,16.974,13.111,12.578,18.681
"1980-10",26.458,26.716,25.183,20.01,14.634,13.238,19.536
"1980-11",26.659,27.794,29.117,22.163,16.417,14.361,20.635
"1980-12",27.178,29.108,29.872,23.813,17.688,16.941,21.97
"1981-01",27.204,29.095,32.252,25.637,20.808,18.461,22.964
"1981-02",27.038,28.269,30.154,25.788,19.926,18.679,22.693
