#Dataset: Monthly information aggregated on IPCC reference regions for CMIP5/6 and CORDEX
#Reference: https://doi.org/10.5194/essd-12-2959-2020
#Project: CORDEX-AUS
#Experiment: rcp45
#Model: MPI-M-MPI-ESM-LR_r1i1p1_CLMcom-CCLM4-8-17-CLM3-5_v1
#Variable: pr
#Variable_longname: mean daily precipitation
#Units: mm/day
#Time_frequency: month
#Feature_type: regional mean time series
#Regions: IPCC-WGI-reference-regions-v4
#Area: sea only
#Spatial_resolution: 0.5 degrees
#Interpolation_method: cdo remapcon
#Creation_Date: 2021-03-15
"date","SEA","NAU","CAU","EAU","SAU","NZ","full_domain"
"2006-01",6.092,6.628,0.002,2.208,1.064,2.216,4.376
"2006-02",7.392,10.79,0.913,4.76,0.877,2.878,4.376
"2006-03",9.013,12.398,0.352,3.872,1.225,2.106,4.759
"2006-04",2.703,3.161,0.053,4.002,1.81,2.23,3.782
"2006-05",6.603,1.203,2.287,1.433,2.152,2.728,3.7
"2006-06",5.212,0.47,2.823,2.558,3.941,3.665,3.798
"2006-07",4.028,0.215,1.055,1.336,3.741,4.102,3.468
"2006-08",4.666,0.68,0.998,1.475,2.895,3.807,2.807
"2006-09",4.259,1.187,1.409,1.502,2.37,3.198,2.747
"2006-10",4.567,1.573,0.033,0.427,2.009,2.721,2.675
"2006-11",7.394,4.591,0.024,1.335,1.314,2.291,3.702
"2006-12",8.492,5.596,3.834,3.353,1.5,2.537,3.552
"2007-01",7.888,8.583,1.663,2.593,1.887,3.475,3.888
"2007-02",8.929,13.003,4.002,2.804,1.536,3.114,5.132
"2007-03",7.899,11.882,3.135,2.167,1.774,2.476,4.684
"2007-04",6.325,7.056,0.514,2.159,1.3,2.755,4.512
"2007-05",5.189,1.314,0.835,1.292,2.472,3.094,3.5
"2007-06",4.674,1.052,1.332,1.547,2.768,3.455,3.32
"2007-07",4.856,0.91,1.718,1.808,3.133,3.77,3.059
"2007-08",2.183,0.464,0.839,1.107,3.945,3.813,2.914
"2007-09",4.671,1.017,0.352,1.518,2.882,3.351,2.77
"2007-10",6.954,2.314,0.011,1.169,0.808,2.165,2.757
