#Dataset: Monthly information aggregated on IPCC reference regions for CMIP5/6 and CORDEX
#Reference: https://doi.org/10.5194/essd-12-2959-2020
#Project: CORDEX-NAM
#Experiment: rcp85
#Model: CNRM-CERFACS-CNRM-CM5_r1i1p1_OURANOS-CRCM5_v1
#Variable: pr
#Variable_longname: mean daily precipitation
#Units: mm/day
#Time_frequency: month
#Feature_type: regional mean time series
#Regions: IPCC-WGI-reference-regions-v4
#Area: land only
#Spatial_resolution: 0.5 degrees
#Interpolation_method: cdo remapcon
#Creation_Date: 2021-03-13
"date","NWN","NEN","WNA","CNA","ENA","NCA","CAR","full_domain"
"2018-01",1.491,0.723,4.085,1.413,3.564,0.719,2.62,1.973
"2018-02",1.785,0.617,2.563,1.821,3.446,0.356,2.482,1.797
"2018-03",1.717,1.213,3.085,2.567,4.102,0.502,1.533,2.123
"2018-04",1.516,1.383,2.633,3.248,4.291,0.536,1.942,2.189
"2018-05",1.791,1.846,2.572,4.35,2.99,1.555,4.253,2.421
"2018-06",2.091,1.842,1.376,3.592,4.267,2.753,1.841,2.56
"2018-07",1.966,2.275,0.833,3.288,4.182,2.06,1.447,2.44
"2018-08",2.69,2.3,1.455,3.585,4.505,5.441,1.303,3.076
"2018-09",2.676,2.528,1.695,2.714,3.072,2.12,2.934,2.589
"2018-10",2.864,1.992,1.525,1.033,3.299,3.376,4.012,2.463
"2018-11",2.432,1.319,3.907,3.082,3.805,1.591,3.047,2.631
"2018-12",2.05,1.005,4.294,1.964,3.969,0.687,2.383,2.27
"2019-01",2.035,1.16,3.531,1.029,2.931,1.956,2.114,2.048
"2019-02",1.454,0.89,5.064,1.853,3.972,0.972,2.905,2.205
"2019-03",1.527,0.872,2.607,2.837,4.077,0.892,1.671,2.024
"2019-04",1.785,1.224,2.377,3.057,3.866,0.966,3.693,2.235
"2019-05",1.54,1.402,2.488,3.922,3.311,1.278,3.598,2.28
"2019-06",2.351,1.388,1.528,2.802,3.8,3.565,1.917,2.438
"2019-07",1.968,2.14,1.659,2.403,3.817,2.092,1.525,2.34
"2019-08",2.461,2.938,1.247,1.925,3.88,4.962,2.4,2.891
"2019-09",2.589,2.34,1.787,3.238,2.849,3.03,3.329,2.637
"2019-10",2.654,2.091,1.825,1.552,3.393,2.618,5.812,2.516
"2019-11",2.212,1.819,4.115,2.178,3.145,1.934,8.558,2.602
"2019-12",2.1,1.296,3.885,1.107,3.462,0.717,2.169,2.103
"2020-01",1.618,1.021,2.853,1.659,4.422,0.611,2.059,2.057
"2020-02",2.068,0.822,2.055,1.644,2.317,1.069,2.221,1.676
"2020-03",1.655,0.725,3.401,3.562,4.069,1.358,1.865,2.277
"2020-04",1.507,1.196,2.197,2.687,2.793,0.735,1.002,1.798
"2020-05",1.754,1.79,2.18,4.372,3.687,1.293,1.989,2.371
"2020-06",2.288,1.89,1.609,2.569,3.607,1.913,2.025,2.318
"2020-07",2.439,1.991,1.226,1.46,3.807,2.079,2.018,2.252
"2020-08",2.762,2.38,0.665,2.277,4.057,2.498,2.704,2.558
"2020-09",2.856,2.992,1.175,2.344,2.474,5.141,3.333,2.904
"2020-10",2.821,1.846,2.201,3.765,4.966,2.349,3.939,2.993
"2020-11",2.786,1.359,2.185,2.023,2.963,3.528,4.09,2.436
"2020-12",2.034,1.184,3.541,1.614,3.515,0.851,1.734,2.092
"2021-01",2.27,0.913,2.437,1.891,3.243,1.286,1.848,2.024
"2021-02",1.464,0.602,1.882,2.013,4.097,1.078,2.31,1.878
"2021-03",1.584,1.023,2.969,2.266,3.792,0.519,2.329,1.995
"2021-04",1.602,0.848,2.143,4.302,3.45,0.983,1.247,2.08
"2021-05",1.829,1.605,3.072,4.227,2.583,1.788,4.041,2.414
"2021-06",2.096,1.74,1.301,2.193,3.419,3.486,4.774,2.399
"2021-07",2.537,2.14,1.005,3.432,4.464,3.6,1,2.712
"2021-08",3.137,2.16,0.812,1.723,3.57,2.096,2.506,2.421
"2021-09",3.014,2.594,0.73,2.927,4.059,4.87,2.521,2.987
"2021-10",2.57,1.889,1.457,2.248,2.924,3.544,2.527,2.442
"2021-11",2.174,1.219,2.536,3.435,4.371,1.541,1.719,2.502
"2021-12",2.949,1.177,1.804,1.568,2.285,1.669,2.415,2.016
"2022-01",1.273,1.449,3.798,2.415,5.991,2.496,2.55,2.726
"2022-02",1.465,0.786,4.454,1.717,3.315,1.312,2.51,2.021
"2022-03",1.424,1.128,2.427,1.494,2.321,1.128,2.712,1.661
"2022-04",1.672,1.283,2.889,3.665,4.083,1.077,4.257,2.356
"2022-05",1.354,1.39,3.141,2.754,2.315,2.095,5.783,2.106
"2022-06",2.043,1.694,2.156,3.132,4.14,1.283,2.716,2.419
"2022-07",2.288,2.307,0.876,2.064,4.153,1.412,2.559,2.329
"2022-08",2.807,2.191,1.495,1.307,3.299,4.177,2.884,2.616
"2022-09",3.256,2.617,1.185,3.216,3.734,2.729,3.141,2.936
"2022-10",3.66,2.267,1.2,1.052,3.637,1.886,5.292,2.613
"2022-11",2.876,2.047,1.036,2.385,4.151,2.331,2.727,2.577
"2022-12",2.528,1.591,3.06,1.042,3.236,0.903,1.808,2.166
"2023-01",2.633,0.814,4.167,1.318,3.379,1.038,1.973,2.197
"2023-02",1.399,1.141,4.589,3.269,5.348,0.949,0.919,2.56
"2023-03",2.29,0.88,2.513,1.367,3.006,1.048,2.156,1.909
"2023-04",1.41,1.59,3.02,3.861,3.454,1.312,2.018,2.308
"2023-05",1.881,1.464,2.314,4.004,3.755,2.003,3.104,2.439
"2023-06",1.858,1.892,1.376,3.323,4.37,3.015,1.716,2.527
"2023-07",2.106,2.44,1.257,3.343,3.6,2.587,1.543,2.48
"2023-08",2.275,2.628,1.36,3.917,3.829,3.913,1.797,2.859
"2023-09",3.036,2.538,2.33,2.607,3.868,2.588,2.95,2.877
"2023-10",2.838,2.354,2.655,1.339,3.049,1.964,5.124,2.531
"2023-11",2.941,1.655,1.765,2.156,3.063,1.853,5.136,2.387
"2023-12",2.21,1.023,3.678,0.867,2.152,2.164,3.5,1.975
"2024-01",1.849,0.932,3.316,1.2,2.816,1.999,3.862,2.008
"2024-02",1.953,0.569,3.154,1.753,3.524,0.748,2.234,1.911
"2024-03",1.493,0.679,2.965,3.062,3.406,1.198,1.373,1.969
"2024-04",1.773,1.149,2.513,3.593,3.008,0.687,1.874,2.032
"2024-05",2.008,1.379,1.975,2.935,3.313,1.879,2.914,2.181
"2024-06",2.007,2.064,1.844,3.298,4.448,3.691,2.262,2.726
"2024-07",2.422,2.521,0.626,2.946,4.443,2.886,1.454,2.66
"2024-08",2.672,2.496,0.784,2.085,4.615,4.81,3.068,2.915
"2024-09",3.235,2.596,1.492,3.636,3.32,2.851,4.24,2.921
"2024-10",2.758,2.616,2.17,3.353,4.152,1.378,5.471,2.942
"2024-11",3.476,1.906,1.44,1.351,4.034,0.967,4.013,2.508
"2024-12",2.345,1.041,3.242,1.641,3.189,0.691,0.976,2.03
"2025-01",1.81,0.938,4.699,1.752,2.501,1.149,1.885,2.006
"2025-02",2.109,0.97,2.953,1.075,2.119,0.309,2.112,1.662
"2025-03",1.456,0.867,2.346,3.03,3.17,1.826,2.258,1.982
"2025-04",1.611,1.099,2.843,4.36,4.173,1.015,1.392,2.351
"2025-05",2.129,1.402,2.34,4.012,2.145,2.07,4.097,2.263
"2025-06",2.47,1.81,1.043,2.907,4.082,1.777,2.07,2.406
"2025-07",2.716,1.956,1.042,3.926,3.88,4.371,1.944,2.792
"2025-08",3.036,2.769,0.705,2.322,3.223,2.986,2.181,2.579
"2025-09",2.683,2.746,1.448,3.829,4.115,4.056,4.074,3.071
"2025-10",3.232,2.542,2.319,3.767,4.399,2.528,6.951,3.273
"2025-11",2.798,1.558,2.818,1.739,3.692,0.645,1.764,2.349
"2025-12",2.038,0.99,3.858,1.948,5.779,0.366,2.468,2.511
"2026-01",1.883,0.935,2.825,1.785,2.936,1.787,2.17,1.981
"2026-02",1.523,0.863,3.484,1.694,3.376,1.523,2.636,2.021
"2026-03",1.928,1.285,2.21,2.735,4.544,0.703,1.722,2.218
"2026-04",1.855,1.458,2.403,3.807,3.945,0.645,2.135,2.262
"2026-05",1.572,1.632,2.8,4.155,4.424,0.706,3.261,2.447
"2026-06",2.019,1.584,2.108,3.937,3.941,2.751,0.892,2.533
"2026-07",2.5,2.485,0.759,3.667,4.344,3.234,1.242,2.771
"2026-08",2.131,2.329,1.034,4.45,3.965,4.069,2.129,2.825
"2026-09",3.325,3.035,1.413,3.855,2.83,4.283,3.375,3.135
"2026-10",3.144,2.537,2.891,3.203,4.787,1.701,7.26,3.238
"2026-11",2.916,1.774,2.484,1.917,4.199,1.396,1.788,2.542
"2026-12",2.13,1.058,3.656,1.358,2.659,1.652,1.397,2.047
"2027-01",1.919,1.349,2.707,2.076,3.156,1.982,2.388,2.117
"2027-02",1.742,0.633,2.326,2.142,3.506,1.197,1.676,1.843
"2027-03",1.529,0.832,3.61,2.252,2.585,1.47,2.031,1.886
"2027-04",1.605,1.291,3.021,3.607,3.122,1.366,3.994,2.204
"2027-05",1.983,1.271,1.973,3.207,3.231,1.342,5.413,2.221
"2027-06",2.041,2.105,1.522,2.139,4.184,1.743,3.062,2.406
"2027-07",2.229,2.174,1.07,2.963,4.722,2.869,1.814,2.617
"2027-08",2.766,2.855,0.986,2.811,3.746,4.685,2.343,2.951
"2027-09",2.462,2.793,1.631,1.916,5.018,2.17,4.308,2.847
"2027-10",3.296,2.093,1.754,1.905,2.906,4.028,6.355,2.779
"2027-11",2.497,1.85,4.12,1.503,3.907,1.032,2.018,2.524
"2027-12",2.42,1.157,2.123,1.255,3.049,1.19,2.675,1.931
"2028-01",1.959,1.04,3.318,2.118,2.39,1.204,2.688,1.957
"2028-02",1.779,0.715,2.664,1.207,2.179,0.639,3.744,1.586
"2028-03",1.459,1.175,3.363,2.638,2.583,1.17,2.991,1.961
"2028-04",1.784,1.566,2.47,3.531,3.479,0.773,1.589,2.195
"2028-05",1.938,1.825,2.781,3.166,3.402,0.599,1.893,2.27
"2028-06",2.418,2.239,1.526,2.607,3.24,1.349,1.466,2.307
"2028-07",2.036,2.214,1.208,3.515,4.524,2.31,1.279,2.545
"2028-08",2.538,2.466,1.398,3.333,4.092,5.713,1.846,3.05
"2028-09",2.646,2.981,0.967,3.501,3.722,5.443,3.431,3.155
"2028-10",3.26,2.346,1.376,2.359,4.993,1.922,4.256,2.927
"2028-11",2.534,1.566,1.815,2.165,4.727,1.894,2.467,2.543
"2028-12",2.355,1.158,4.378,1.405,2.802,1.065,2.826,2.173
"2029-01",1.662,0.998,3.64,0.941,3.156,1.188,2.366,1.895
"2029-02",1.932,0.876,2.357,1.299,3.828,1.252,2.055,1.932
"2029-03",1.591,0.718,2.243,1.624,2.775,1.739,1.954,1.695
"2029-04",1.659,1.059,2.26,2.562,2.701,1.334,1.949,1.833
"2029-05",1.914,1.535,3.194,4.076,3.315,1.055,2.286,2.376
"2029-06",2.505,1.282,1.495,3.442,4.472,2.817,1.963,2.545
"2029-07",2.545,2.081,1.697,2.867,4.64,3.453,1.141,2.749
"2029-08",2.932,2.146,1.14,2.236,3.08,4.025,1.985,2.623
"2029-09",2.964,2.4,0.922,1.564,3.655,1.56,3.356,2.443
"2029-10",2.607,2.732,1.568,2.362,3.902,1.753,4.263,2.703
"2029-11",3.112,1.483,2.654,0.838,2.586,1.324,3.703,2.198
"2029-12",1.88,1.225,4.65,2.439,4.32,0.633,2.345,2.434
"2030-01",2.168,0.968,3.819,1.032,3.196,0.976,1.353,2.005
"2030-02",2.134,0.862,2.167,0.94,2.371,1.545,2.399,1.713
"2030-03",1.379,1.086,2.666,2.607,3.738,0.824,1.289,1.924
"2030-04",1.516,1.332,2.747,2.744,3.14,0.898,2.296,2.026
"2030-05",1.928,1.681,2.924,4.456,3.145,1.034,3.218,2.422
"2030-06",1.882,2.127,1.784,3.63,4.129,2.864,2.289,2.658
"2030-07",2.734,2.331,0.955,3.035,3.968,2.276,1.981,2.625
"2030-08",2.411,2.009,0.995,3.27,4.666,3.616,2.769,2.813
"2030-09",3.229,2.763,1.092,2.706,4.655,3.449,5.33,3.108
"2030-10",2.737,2.264,2.229,2.27,2.588,4.026,7.199,2.775
"2030-11",2.759,1.794,2.604,1.802,3.371,1.992,4.633,2.447
"2030-12",2.569,1.228,3.302,1.972,3.347,1.247,1.096,2.274
"2031-01",1.236,1.454,5.382,0.978,3.656,0.409,1.89,2.094
"2031-02",1.729,0.743,1.98,1.926,4.136,0.803,1.732,1.86
"2031-03",1.719,0.817,1.236,1.931,2.365,2.062,1.905,1.661
"2031-04",1.528,1.266,2.207,4.008,3.473,1.052,1.459,2.13
"2031-05",1.978,1.489,2.743,2.649,3.441,1.271,2.225,2.248
"2031-06",2.196,1.576,1.828,2.718,5.193,1.571,1.364,2.506
"2031-07",2.454,1.605,1.084,2.848,4.287,2.55,1.336,2.403
"2031-08",2.373,2.249,1.167,2.051,3.591,2.107,1.396,2.315
"2031-09",2.839,2.892,0.709,1.723,4.735,2.003,4.328,2.748
"2031-10",3.089,2.29,1.61,1.335,3.876,1.217,9.081,2.598
"2031-11",2.09,1.884,2.125,2.284,3.659,2.295,1.927,2.386
"2031-12",1.709,1.308,5.394,1.791,3.727,2.379,1.815,2.495
"2032-01",1.536,0.949,3.992,1.425,2.994,1.834,2.384,2.003
"2032-02",1.404,1.119,3.567,2.04,5.006,0.816,2.664,2.303
"2032-03",1.642,0.794,3.86,2.685,3.834,0.421,2.616,2.105
"2032-04",1.586,1.438,3.037,2.395,2.958,0.76,2.555,2.01
"2032-05",1.682,1.531,2.638,4.095,3.821,2.028,2.623,2.481
"2032-06",2.002,2.066,1.838,3.75,3.461,1.772,3.399,2.425
"2032-07",2.264,1.973,1.1,3.99,4.631,4.813,1.822,2.881
"2032-08",2.312,2.395,1.105,3.883,3.825,3.05,1.933,2.737
"2032-09",3.01,2.996,1.534,2.757,3.867,7.112,3.661,3.376
"2032-10",2.795,2.28,3.193,2.971,3.88,2.329,4.069,2.916
"2032-11",2.72,1.595,4.91,1.541,3.414,0.441,3.848,2.489
"2032-12",2.737,1.301,3.309,1.906,4.264,1.449,2.819,2.538
"2033-01",2.446,0.917,2.575,0.688,1.746,0.814,2.981,1.692
"2033-02",1.75,0.789,1.959,1.843,4.086,0.957,1.31,1.91
"2033-03",1.713,1.009,2.788,3.057,3.917,0.56,1.458,2.101
"2033-04",1.685,0.936,2.416,2.642,3.547,0.825,1.226,1.911
"2033-05",1.829,1.505,1.591,3.014,2.946,2.351,2.336,2.121
"2033-06",2.025,1.325,1.803,3.821,5.101,1.922,1.84,2.562
"2033-07",2.508,2.368,1.135,2.766,3.661,2.668,1.453,2.484
"2033-08",2.916,2.456,0.82,3.654,4.307,5.296,1.408,3.083
"2033-09",3.32,2.617,1.286,2.259,2.97,3.976,2.973,2.798
"2033-10",2.605,2.018,1.332,1.114,3.034,2.402,6.051,2.296
"2033-11",1.915,1.848,6.542,1.897,3.28,0.974,2.931,2.645
