#Dataset: MPI-M-MPI-ESM-LR_r1i1p1_MPI-CSC-REMO2009_v1
#Variable: meanpr
#Area: landsea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-17
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","NEAF","SEAF","WCA","ECA","TIB","ARP","SAS","ARS","BOB","EIO","full_domain"
"2006-01",0.199,2.024,1.725,0.382,2.239,0.132,1.219,0.472,1.214,9.774,3.298
"2006-02",0.12,3.664,0.824,0.279,1.704,0.118,0.34,0.45,0.999,5.534,2.717
"2006-03",0.546,3.692,1.762,0.758,2.424,0.268,0.483,2.328,2.413,5.162,2.506
"2006-04",1.7,7.868,0.974,0.546,2.21,0.208,1.144,0.931,3.149,6.729,3.847
"2006-05",1.802,3.92,1.016,0.902,2.634,0.048,3.381,5.856,6.678,6.312,4.86
"2006-06",1.647,2.231,0.478,0.763,4.296,0.046,5.658,3.098,10.275,4.602,4.347
"2006-07",2.061,1.103,0.358,1.309,5.437,0.21,5.866,1.106,7.321,3.702,4.237
"2006-08",2.492,0.572,0.44,1.009,4.995,0.516,7.268,3.972,14.156,2.781,4.286
"2006-09",1.764,1.274,0.278,0.545,3.795,0.119,4.581,2.598,9.614,5.944,4.13
"2006-10",2.117,3.806,0.624,0.337,1.695,0.088,3.451,1.574,10.106,8.546,4.583
"2006-11",0.523,2.156,0.971,0.395,0.401,0.228,2.159,2.147,6.649,8.115,3.658
"2006-12",0.66,4.519,0.773,0.161,0.357,0.175,0.265,2.559,4.611,14.658,4.724
"2007-01",0.156,2.619,0.987,0.316,0.627,0.01,0.273,3.068,5.177,11.634,4.228
"2007-02",0.07,2.474,1.091,0.546,1.228,0.016,0.223,0.784,3.77,7.454,3.131
"2007-03",0.084,3.122,1.135,1.205,2.286,0.024,0.355,0.306,0.394,3.422,2.501
"2007-04",0.231,3.457,0.623,0.62,2.114,0.135,0.68,0.428,3.532,3.95,2.866
"2007-05",2.986,5.275,0.586,0.925,3.422,0.375,2.854,1.107,6.039,7.766,4.499
"2007-06",1.458,1.817,0.455,0.678,3.254,0.201,6.816,4.69,12.713,5.615,4.596
"2007-07",2.912,1.562,0.48,0.857,4.721,0.323,6.813,5.12,6.195,5.413,4.579
"2007-08",2.057,1.336,0.529,1.047,4.591,0.368,6.267,4.187,12.3,6.089,4.791
"2007-09",1.847,1.975,0.743,1.362,4.404,0.088,4.705,1.293,4.619,3.556,3.727
"2007-10",0.63,3.25,0.571,0.412,2.572,0.067,4.102,2.605,10.135,7.415,4.562
"2007-11",0.883,4.454,0.597,0.418,1.705,0.096,2.219,2.253,8.986,11.414,4.569
"2007-12",0.598,4.103,1.043,0.575,0.523,0.064,0.788,2.258,5.967,10.751,4.022
"2008-01",0.264,2.437,0.988,0.131,1.063,0.098,0.193,0.408,1.9,11.287,3.783
"2008-02",0.12,2.232,1.938,0.306,1.706,0.184,0.329,0.231,0.135,5.928,2.707
"2008-03",0.222,2.286,1.401,0.714,1.474,0.098,0.426,0.12,3.257,5.894,2.768
"2008-04",0.864,6.304,1.118,0.385,2.187,0.062,0.713,0.409,3.321,6.336,3.168
