#Dataset: MPI-M-MPI-ESM-LR_r1i1p1_SMHI-RCA4_v2
#Variable: meanpr
#Area: landsea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-17
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","NEAF","SEAF","WCA","ECA","TIB","ARP","SAS","ARS","BOB","EIO","full_domain"
"2006-01",0.272,4.049,1.302,0.209,0.91,0.231,0.164,0.309,1.519,12.073,3.446
"2006-02",0.262,4.527,0.373,0.183,0.336,0.085,0.109,0.589,0.704,7.782,2.985
"2006-03",1.167,5.948,1.39,0.66,0.954,0.119,0.258,1.32,2.728,7.755,3.053
"2006-04",2.861,10.584,1.126,0.649,1.207,0.208,1.795,2.269,8.045,10.74,4.318
"2006-05",2.938,4.617,1.266,1.06,2.182,0.184,3.446,2.295,2.755,13.234,4.666
"2006-06",2.358,3.378,0.944,1.034,1.9,0.15,6.089,2.733,4.911,10.773,4.725
"2006-07",2.187,1.396,0.676,2.949,3.499,0.449,7.28,3.81,11.116,9.158,5.201
"2006-08",2.282,0.926,0.506,2.585,3.599,0.831,6.82,4.017,11.22,4.446,4.229
"2006-09",2.513,1.452,0.388,0.772,2.789,0.286,5.246,1.382,6.157,6.745,3.958
"2006-10",2.762,6.188,0.64,0.459,1.047,0.098,3.212,1.832,6.091,9.962,4.435
"2006-11",1.705,6.945,1.026,0.288,0.231,0.8,1.628,7.28,7.195,11.036,4.388
"2006-12",1.432,5.875,0.763,0.223,0.276,0.552,0.57,5.61,2.807,11.752,4.043
"2007-01",0.165,3.287,0.885,0.24,0.152,0.012,0.085,0.515,1.083,10.684,3.632
"2007-02",0.113,3.566,0.729,0.448,0.306,0.012,0.056,0.347,0.906,7.297,2.987
"2007-03",0.361,4.156,0.831,0.738,0.486,0.048,0.238,0.346,3.305,5.354,2.8
"2007-04",2.347,7.536,0.723,0.584,0.827,0.076,0.75,1.692,3.291,10.601,3.996
"2007-05",4.172,4.923,0.988,0.791,1.117,0.272,3.375,2.275,2.473,12.318,4.489
"2007-06",1.577,2.165,0.573,0.86,2.473,0.148,4.805,3.311,6.317,9.126,4.113
"2007-07",2.553,1.556,0.647,1.44,3.959,0.665,7.723,4.396,8.332,7.425,4.773
"2007-08",2.432,2.065,0.753,1.731,3.475,0.714,6.437,4.369,9.413,7.065,4.533
"2007-09",2.785,2.168,0.486,1.293,2.875,0.356,6.243,1.487,5.65,7.14,4.199
"2007-10",2.153,4.474,0.389,0.392,1.041,0.059,3.398,2.651,7.537,9.34,4.348
"2007-11",2.041,7.022,0.52,0.246,1.738,0.083,2.212,4.072,6.307,11.099,4.705
"2007-12",0.867,6.473,0.922,0.283,0.098,0.086,0.217,1.257,3.342,12.553,4.009
"2008-01",0.383,4.555,0.764,0.112,0.493,0.197,0.164,1.042,1.668,9.209,3.563
"2008-02",0.294,3.641,1.385,0.185,0.685,0.184,0.18,0.596,0.341,7.769,3.064
"2008-03",0.744,4.301,1.299,0.491,0.568,0.142,0.363,0.418,6.543,9.038,3.328
"2008-04",1.999,7.046,0.986,0.506,1.62,0.111,2.366,4.478,3.966,14.047,4.604
"2008-05",3.038,2.966,1.177,0.568,0.827,0.138,2.174,2.365,4.121,12.589,4.64
"2008-06",1.641,1.862,0.773,1.254,3.472,0.254,6.763,6.745,9.301,8.814,4.397
"2008-07",2.15,1.901,0.815,1.643,3.919,0.432,8.223,4.696,6.571,8.836,5.199
"2008-08",2.142,1.522,0.642,1.152,3.638,0.774,6.092,2.728,6.569,9.511,4.327
"2008-09",2.781,2.651,0.339,0.526,3.202,0.282,5.995,1.734,9.256,11.05,4.461
"2008-10",4.874,4.94,0.459,0.528,0.779,0.614,2.006,5.215,4.246,12.91,4.351
"2008-11",2.021,7.647,1.159,0.291,2.349,0.699,2.32,4.972,11.955,12.492,4.94
"2008-12",1.686,7.594,1.896,0.233,0.572,0.853,0.411,2.581,0.833,11.585,3.669
"2009-01",0.29,4.424,1.213,0.128,0.593,0.134,0.413,0.304,0.261,9.572,3.291
"2009-02",0.139,3.766,1.094,0.231,0.398,0.044,0.035,0.078,0.579,7.499,3.047
"2009-03",0.538,4.024,1.11,0.254,0.763,0.155,0.674,0.649,0.845,8.024,3.229
"2009-04",3.21,7.707,1.312,0.527,1.272,0.413,1.564,1.474,3.62,10.521,4.144
"2009-05",3.11,4.3,1.118,0.614,0.784,0.195,1.144,2.609,1.451,13.749,4.746
"2009-06",2.48,1.704,1.144,1.235,1.815,1.593,6.601,10.898,2.68,12.066,5.314
"2009-07",2.592,1.796,0.746,1.788,3.946,0.681,8.106,5.16,10.422,7.787,4.747
"2009-08",2.417,1.665,0.349,1.798,3.695,0.76,6.499,2.457,4.483,8.493,4.385
"2009-09",2.987,2.671,0.393,0.918,2.093,0.375,5.146,3.215,7.34,7.049,4.224
"2009-10",2.861,3.769,0.304,0.478,1.481,0.097,3.448,2.592,7.505,12.862,4.919
"2009-11",1.08,6.605,0.611,0.302,1.087,0.106,1.793,6.015,7.375,10.478,4.513
"2009-12",1.325,6.358,0.65,0.228,0.899,0.138,0.932,7.374,6.623,11.096,4.102
"2010-01",0.155,3.435,0.713,0.155,0.357,0.092,0.463,1.509,2.174,15.662,4.288
"2010-02",0.214,3.175,1.043,0.446,0.429,0.065,0.369,1.169,1.719,10.964,3.553
"2010-03",0.164,2.92,0.835,0.596,1.109,0.032,0.369,0.984,2.327,7.839,3.051
"2010-04",2.151,7.376,1.199,0.59,0.814,0.098,1.293,1.596,6.4,11.614,4.435
"2010-05",3.19,4.552,0.626,0.624,1.865,0.096,5.351,2.035,5.216,10.102,4.268
"2010-06",2.025,1.757,0.876,0.873,3.237,0.233,6.671,4.377,5.81,9.81,4.469
"2010-07",2.555,1.215,0.571,1.602,3.997,0.534,8.251,4.632,9.216,6.519,4.85
"2010-08",3.053,2.071,0.504,1.246,2.982,0.625,6.907,3.493,6.737,8.668,4.734
"2010-09",3.011,2.495,0.295,0.666,2.439,0.332,5.301,2.142,6.664,9.337,4.387
"2010-10",3.665,3.751,0.298,0.328,1.485,0.186,2.812,2.36,3.509,12.638,4.504
"2010-11",2.26,9.582,1.071,0.3,1.265,0.174,1.914,6.783,2.276,15.154,4.92
"2010-12",1.439,8.838,1.269,0.375,0.553,0.366,0.683,2.203,1.733,14.901,4.393
"2011-01",0.346,4.03,0.763,0.069,1.469,0.172,0.802,0.613,0.917,9.148,2.891
"2011-02",0.489,4.939,1.443,0.371,1.07,0.426,0.541,1.239,0.754,9.695,3.224
"2011-03",1.24,6.023,1.743,0.5,1.347,0.247,0.544,0.705,1.268,8.886,3.301
"2011-04",3.38,9.496,1.852,0.946,1.354,0.264,0.863,1.257,1.225,10.143,4.05
"2011-05",4.606,5.517,1.606,1.18,1.273,0.639,2.933,5.739,1.37,14.686,5.185
"2011-06",2.182,2.295,0.856,0.957,1.055,0.292,4.573,5.654,4.376,8.854,3.996
"2011-07",1.845,1.206,0.551,1.101,2.827,0.204,7.833,3.677,6.85,5.627,4.473
"2011-08",3.003,2.136,0.513,0.953,3.536,0.842,8.053,3.714,7.495,7.92,4.958
"2011-09",3.733,3.265,0.326,0.731,2.861,0.379,5.259,2.013,4.802,9.072,4.229
"2011-10",3.625,4.798,0.834,0.734,1.668,0.498,3.21,4.098,6.167,11.82,4.97
"2011-11",3.081,10.814,1.237,0.444,0.34,0.469,0.914,4.632,6.203,14.707,4.908
"2011-12",2.206,5.129,1.189,0.169,0.349,0.112,0.902,4.751,5.724,11.818,4.108
"2012-01",0.149,2.786,0.78,0.148,0.413,0.112,0.184,0.899,1.772,14.167,3.706
"2012-02",0.032,2.258,1.051,0.332,1.711,0.054,0.886,0.786,2.013,12.012,3.605
"2012-03",0.687,6.436,0.986,0.719,0.837,0.093,0.388,0.324,1.875,10.432,3.789
"2012-04",2.609,7.54,1.165,0.368,1.3,0.304,1.83,0.999,15.504,10.796,4.386
"2012-05",3.446,4.586,1.335,1.057,1.493,0.175,3.137,4.646,3.026,13.488,4.683
"2012-06",2.096,1.949,0.46,1.389,2.978,0.258,6.818,6.141,5.899,8.213,4.602
"2012-07",1.803,1.609,0.483,1.601,3.484,0.526,7.612,3.219,5.636,10.379,4.874
"2012-08",2.78,1.882,0.268,2.934,3.608,0.496,6.973,3.778,5.844,7.382,4.944
"2012-09",3.139,3.402,0.59,0.493,2.482,0.248,4.269,0.916,4.891,9.6,3.898
"2012-10",2.99,5.83,0.305,0.456,1.434,0.159,3.862,2.278,5.596,11.551,4.504
"2012-11",1.335,7.54,0.492,0.372,1.935,0.259,3.022,5.312,10.76,12.355,4.829
"2012-12",1.159,5.78,0.975,0.182,0.339,0.214,0.442,1.334,4.933,11.099,3.684
"2013-01",0.499,3.074,1.15,0.188,0.462,0.087,0.084,1.13,0.504,11.961,3.692
"2013-02",0.115,3.8,0.799,0.373,0.188,0.1,0.078,0.15,0.91,7.568,3.294
"2013-03",0.228,3.93,0.596,0.218,1.238,0.038,1.059,0.244,5.062,8.678,3.434
"2013-04",2.296,6.286,1.239,0.511,1.387,0.354,0.946,0.484,2.481,11.177,3.913
"2013-05",3.998,5.968,1.18,1.156,0.971,0.301,1.483,0.35,1.998,12.284,4.583
"2013-06",3.435,4.118,0.88,1.258,2.477,0.238,6.071,6.875,5.087,9.137,4.776
"2013-07",2.676,2.314,0.578,1.78,3.559,0.87,7.539,5.809,4.513,7.397,4.58
"2013-08",2.578,1.878,0.65,3.097,4.187,0.887,8.248,3.573,12.01,6.994,5.094
"2013-09",3.12,2.848,0.392,0.639,2.016,0.312,5.33,1.518,5.278,11.216,4.416
"2013-10",3.449,6.236,1.223,0.622,0.716,0.481,1.909,2.676,5.087,12.854,4.582
"2013-11",1.366,6.074,0.412,0.229,1.403,0.14,1.917,8.877,7.254,11.427,4.648
