#Dataset: MIROC-MIROC5_r1i1p1_ORNL-RegCM4-7_v0
#Variable: meanpr
#Area: landsea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-16
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","NEAF","SEAF","WCA","ECA","TIB","ARP","SAS","ARS","BOB","EIO","full_domain"
"2006-01",1.909,6.646,1.266,0.3,0.719,0.245,0.606,3.351,6.389,13.292,5.089
"2006-02",0.895,5.918,2.101,0.375,0.895,0.173,0.292,0.57,2.36,11.413,4.22
"2006-03",1.961,8.009,3.442,1.043,1.409,0.321,1.595,0.278,1.996,5.973,3.726
"2006-04",4.078,7.51,2.589,1.024,1.73,0.108,2.59,0.496,2.624,7.531,4.209
"2006-05",5.095,7.098,1.434,1.989,3.864,0.132,5.188,4.431,1.622,8.738,4.798
"2006-06",4.675,1.714,0.78,2.098,6.695,0.191,5.5,6.356,4.714,9.789,5.142
"2006-07",4.051,1.019,0.885,3.748,8.841,0.74,7.597,6.122,9.476,10.003,6.338
"2006-08",5.906,1.214,0.726,3.254,7.931,1.204,5.841,4.627,12.717,10.837,6.519
"2006-09",5.386,2.069,0.573,1.773,4.028,0.422,6.468,3.618,8.958,12.48,6.117
"2006-10",6.602,4.975,1.048,0.693,1.645,0.233,1.64,0.682,3.108,8.079,4.541
"2006-11",1.511,8.588,1.767,0.276,0.744,0.24,1.704,1.181,5.819,8.824,4.682
"2006-12",1.773,8.496,2.707,0.253,0.901,0.635,1.401,3.494,4.669,8.94,4.277
"2007-01",1.388,6.542,1.799,0.128,1.072,1.012,0.774,0.951,4.012,9.479,3.853
"2007-02",0.785,6.029,3.628,0.276,2.277,0.454,0.892,0.999,5.168,9.716,4.299
"2007-03",1.265,9.716,1.999,0.533,3.067,0.024,2.091,1.964,5.161,7.225,3.98
"2007-04",4.102,8.695,3.244,0.99,2.169,0.345,3.965,0.65,1.979,5.145,4.038
"2007-05",4.956,4.859,2.164,1.371,2.146,0.489,2.754,2.503,5.907,6.982,4.25
"2007-06",4.246,1.968,1.457,2.997,4.319,0.423,9.043,9.186,7.973,10.23,5.9
"2007-07",3.706,0.96,1.591,3.202,9.862,0.681,8.272,9.684,10.53,16.061,7.377
"2007-08",5.589,1.713,1.182,1.585,7.064,1.546,8.839,6.001,12.035,11.123,6.534
"2007-09",6.037,2.183,0.41,1.399,4.229,0.434,7.374,6.845,12.346,12.496,6.667
"2007-10",6.39,3.37,0.929,0.982,2.526,0.515,4.466,2.681,8.94,10.563,5.646
"2007-11",2.07,7.765,1.015,0.506,0.268,0.305,1.401,1.041,5.844,7.037,4.505
"2007-12",1.554,6.7,1.411,0.248,0.343,0.275,1.389,5.014,14.584,12.801,5.77
"2008-01",1.665,6.82,2.303,0.499,0.438,0.788,0.255,2.103,5.883,6.278,3.477
"2008-02",1.312,6.75,2.645,0.371,1.256,0.32,1.259,0.918,4.896,8.066,3.659
"2008-03",1.421,7.131,2.861,0.389,1.664,0.133,1.793,0.67,1.952,8.047,3.901
"2008-04",5.006,9.883,2.665,1.622,2.456,0.318,2.543,0.757,2.431,7.67,4.572
"2008-05",4.825,4.541,1.794,1.315,2.585,0.179,4.469,4.963,2.836,14.571,5.731
"2008-06",4.537,1.96,1.129,2.314,5.142,0.163,7.354,9.265,6.782,12.277,5.683
"2008-07",4.658,0.943,1.485,2.905,6.383,0.762,7.298,9.509,12.971,14.216,6.893
"2008-08",4.479,0.882,0.717,4.454,6.664,0.583,6.723,6.713,15.79,12.691,7.056
"2008-09",4.893,2.049,0.386,1.164,4.245,0.19,6.49,5.119,9.579,10.69,6.116
"2008-10",3.986,6.587,1.364,1.002,1.816,0.216,2.971,1.212,6.835,11.874,5.446
"2008-11",2.61,9.796,1.302,0.337,0.79,0.253,2.892,1.99,8.876,13.05,5.892
"2008-12",1.264,7.208,1.579,0.115,0.824,0.307,1.499,1.296,7.089,9.638,4.221
"2009-01",0.598,3.516,1.337,0.132,0.658,0.327,0.845,3.274,6.908,15.887,5.164
"2009-02",0.47,3.974,1.473,0.322,0.873,0.127,0.316,0.686,3.119,16.268,4.875
"2009-03",2,7.977,1.678,0.568,1.379,0.219,2.26,2.062,2.18,10.02,4.489
"2009-04",5.206,8.115,2.43,1.069,2.782,0.297,2.357,1.769,3.388,6.26,3.924
"2009-05",4.734,4.46,2.303,1.231,2.697,0.449,4.617,3.833,7.531,11.035,5.062
"2009-06",4.872,2.575,2.164,1.498,4.077,0.279,7.211,6.708,8.927,9.791,5.231
"2009-07",3.91,0.93,2.286,4.214,7.475,0.785,9.492,5.812,21.092,11.699,7.378
"2009-08",4.271,0.719,0.89,1.416,5.717,0.712,8.429,3.986,15.468,8.167,6.099
"2009-09",5.309,1.884,0.567,1.229,4.104,0.713,6.494,4.7,9.717,10.484,6.119
"2009-10",6.735,4.086,1.157,0.572,1.92,0.654,2.981,1.657,12.403,11.021,5.736
"2009-11",1.726,5.681,1.128,0.302,1.1,0.847,2.987,3.004,5.459,10.973,4.996
"2009-12",1.938,7.917,1.352,0.095,1.877,0.523,1.708,2.387,1.877,6.835,3.73
"2010-01",0.371,6.286,1.727,0.121,0.998,0.276,1.573,0.841,2.569,8.634,3.818
"2010-02",1.732,6.256,3.16,0.588,0.732,0.314,0.418,2.078,4.602,10.814,4.462
"2010-03",1.603,9.996,1.823,0.41,0.837,0.194,1.076,1.815,5.411,13.667,5.122
"2010-04",2.39,6.142,1.226,1.667,1.38,0.019,2.897,2.332,8.707,18.387,6.551
"2010-05",2.027,3.169,0.936,2.665,3.036,1.927,11.219,11.921,11.706,13.77,6.793
"2010-06",4.823,1.619,0.962,2.679,3.286,0.786,8.584,12.001,7.824,13.032,6.318
"2010-07",4.497,0.937,1.398,3.554,5.438,1.486,8.323,8.528,15.097,13.489,7.308
"2010-08",6.772,1.372,0.928,2.963,7.051,0.531,7.608,4.085,13.738,12.206,7.093
"2010-09",5.565,2.448,0.82,1.899,3.364,0.237,5.99,3.748,10.333,10.684,6.124
"2010-10",3.693,4.221,0.613,0.652,1.97,0.135,4.661,1.182,10.689,10.198,5.439
"2010-11",1.264,7.17,0.911,0.339,0.299,0.071,2.67,1,7.729,5.805,4.081
"2010-12",0.912,5.101,1.608,0.195,1.161,0.344,0.759,1.804,5.673,9.342,4.517
"2011-01",0.611,6.042,2.72,0.335,1.216,0.51,0.851,0.529,6.874,9.588,4.279
"2011-02",0.624,6.21,1.383,0.396,0.814,0.124,1.042,1.669,2.983,10.274,3.98
"2011-03",1.679,8.293,1.179,0.622,1.376,0.034,1.931,1.3,3.626,10.72,4.775
"2011-04",3.445,8.508,2.341,0.888,2.268,0.13,2.521,0.57,3.279,9.303,4.876
"2011-05",8.1,6.443,3.286,1.475,2.636,0.395,4.238,3.223,7.862,5.958,4.507
"2011-06",3.473,2.075,1.867,2.586,3.595,0.159,6.221,6.58,12.717,12.141,6.152
"2011-07",4.479,1.023,1.168,3.053,8.522,1.29,7.164,7.33,13.426,11.163,7.068
"2011-08",5.573,0.754,0.817,2.999,8.186,0.72,6.438,4.893,15.575,10.819,6.814
"2011-09",5.394,1.409,0.731,0.998,3.985,0.659,6.738,5.563,10.818,10.319,5.989
"2011-10",5.815,5.59,0.768,0.944,2.105,0.843,2.757,1.041,7.921,7.386,4.876
"2011-11",2.021,7.23,0.843,0.139,0.701,0.333,1.892,1.055,4.712,7.754,4.191
"2011-12",1.772,8.029,2.311,0.182,1.278,0.644,0.779,1.23,2.837,9.839,4.584
"2012-01",1.833,6.522,2.34,0.197,2.119,0.65,1.143,0.73,4.014,10.215,4.378
"2012-02",1.457,6.587,2.469,0.329,1.111,0.516,0.851,1.594,2.637,11.946,4.349
"2012-03",1.61,8.213,1.394,0.685,0.762,0.063,1.192,0.478,2.1,12.214,4.601
"2012-04",2.759,7.816,1.987,1.415,1.924,0.094,3.9,0.391,2.204,9.556,4.718
"2012-05",4.635,4.224,2.79,1.034,2.692,0.494,5.294,4.808,7.558,7.222,4.67
"2012-06",3.642,1.277,1.335,2.141,5.825,0.175,7.791,9.473,11.194,9.432,5.457
"2012-07",3.659,0.842,0.65,3.859,8.826,0.29,8.149,7.944,12.927,12.284,6.406
"2012-08",4.307,1.047,0.55,2,6.859,0.838,6.975,4.675,8.107,10.679,6.053
"2012-09",5.398,2.223,0.917,1.883,2.984,2.113,4.003,3.502,10.468,12.282,5.762
