#Dataset: MOHC-HadGEM2-ES_r1i1p1_GERICS-REMO2015_v1
#Variable: meanpr
#Area: landsea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-17
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","NEAF","SEAF","WCA","ECA","TIB","ARP","SAS","ARS","BOB","EIO","full_domain"
"2006-01",0.113,1.22,1.15,0.454,1.941,0.188,0.14,0.207,0.843,6.998,2.599
"2006-02",0.088,0.965,1.35,0.665,1.672,0.101,0.078,0.139,0.402,4.789,2.227
"2006-03",0.157,2.031,0.838,0.438,2.429,0.019,0.118,0.113,0.663,1.606,1.407
"2006-04",0.357,2.72,1.24,0.851,3.222,0.142,0.594,0.263,2.354,2.669,2.135
"2006-05",0.685,1.677,0.28,0.527,4.109,0.118,2.631,0.226,4.564,3.851,3.003
"2006-06",0.623,0.785,0.291,1.006,4.154,0.074,3.987,0.701,5.26,4.959,3.324
"2006-07",2.569,1.073,0.272,0.911,4.644,0.714,9.844,4.474,10.493,5.747,4.645
"2006-08",2.149,1.219,0.227,1.67,4.931,0.564,4.714,2.885,7.872,6.236,3.679
"2006-09",1.482,1.12,0.124,1.004,4.449,0.108,4.052,0.377,3.051,5.826,3.237
"2006-10",0.676,2.068,1.17,0.917,3.147,0.118,2.007,0.515,9.33,9.321,3.975
"2006-11",0.365,3.669,0.786,0.21,1.566,0.759,0.978,1.737,3.464,7.976,3.466
"2006-12",0.15,3.225,1.24,0.208,1.874,0.326,0.477,0.61,3.259,8.98,3.138
"2007-01",0.086,2.043,0.956,0.451,1.734,0.158,0.273,0.578,3.327,11.52,3.393
"2007-02",0.06,1.227,1.136,0.595,2.699,0.143,0.255,0.247,0.458,5.088,2.09
"2007-03",0.212,1.982,2.443,0.784,3.446,0.033,0.142,0.262,0.603,4.593,2.603
"2007-04",0.87,5.006,1.22,1.177,2.26,0.055,1.01,0.264,6.036,3.91,3.142
"2007-05",1.488,1.918,0.768,0.868,2.835,0.221,1.522,0.17,4.459,2.918,3.179
"2007-06",0.679,2.134,0.36,1.045,3.851,0.062,3.519,2.641,6.962,2.998,3.467
