#Dataset: Monthly information aggregated on IPCC reference regions for CMIP5/6 and CORDEX
#Reference: https://doi.org/10.5194/essd-12-2959-2020
#Project: CORDEX-AFR
#Experiment: rcp85
#Model: MPI-M-MPI-ESM-MR_r1i1p1_ICTP-RegCM4-7_v0
#Variable: pr
#Variable_longname: mean daily precipitation
#Units: mm/day
#Time_frequency: month
#Feature_type: regional mean time series
#Regions: IPCC-WGI-reference-regions-v4
#Area: land only
#Spatial_resolution: 0.5 degrees
#Interpolation_method: cdo remapcon
#Creation_Date: 2021-03-14
"date","MED","SAH","WAF","CAF","NEAF","SEAF","WSAF","ESAF","MDG","ARP","full_domain"
"2006-01",1.583,0.043,0.146,3.079,0.068,3.294,4.336,6.829,9.507,0.113,1.867
"2006-02",0.998,0.047,0.274,3.804,0.118,5.585,3.811,5.483,6.48,0.746,1.948
"2006-03",1.343,0.079,1.454,4.168,0.807,7.911,3.498,3.001,5.607,0.46,2.12
"2006-04",1.173,0.083,2.697,4.029,1.659,3.165,1.835,2.237,1.785,0.505,1.659
"2006-05",1.182,0.526,6.19,4.011,3.29,2.043,1.767,2.174,3.084,0.57,2.113
"2006-06",0.435,0.854,8.122,2.676,4.18,0.684,0.397,0.729,0.947,0.33,1.797
"2006-07",0.176,0.767,9.881,2.596,5.251,0.253,0.204,0.567,1.314,3.719,2.152
"2006-08",0.369,2.138,11.975,3.935,5.239,0.428,0.099,0.262,1.22,1.722,2.657
"2006-09",0.624,0.973,11.785,6.287,3.636,1.241,1.334,1.712,0.739,0.118,2.644
"2006-10",1.837,0.687,8.188,7.384,1.881,3.653,0.66,2.679,1.964,0.114,2.621
"2006-11",2.325,0.047,1.664,6.453,2.291,6.868,3.01,4.412,3.743,1.791,2.75
"2006-12",1.807,0.014,0.743,3.473,0.175,4.089,3.395,5.907,13.106,0.072,1.993
"2007-01",1.487,0.003,0.06,2.262,0.046,4.49,6.09,7.367,10.693,0.036,1.992
"2007-02",0.889,0.002,0.348,2.566,0.087,4.541,4.772,7.028,12.36,0.064,1.903
"2007-03",1.115,0.019,0.99,4.409,0.175,3.777,3.743,5.492,10.67,0.09,1.966
"2007-04",1.302,0.066,3.771,5.052,1.322,2.901,1.518,1.729,5.83,0.323,1.849
"2007-05",1.097,0.192,5.593,3.527,3.432,2.714,1.04,1.137,1.302,0.605,1.837
"2007-06",0.195,0.207,7.732,1.962,4.153,0.746,0.101,0.448,0.959,0.369,1.448
"2007-07",0.17,0.672,13.377,2.483,4.74,0.289,0.121,0.486,1.552,0.554,2.096
"2007-08",0.242,2.997,11.27,3.931,5.784,0.394,0.248,0.229,0.351,1.627,2.826
"2007-09",0.628,2.412,7.743,5.991,5.614,1.059,0.124,0.723,0.738,0.604,2.628
"2007-10",1.346,0.216,6.434,7.157,3.015,3.266,2.847,1.731,0.582,0.671,2.446
"2007-11",1.62,0.051,0.477,5.519,2.734,8.211,4.393,5.323,4.602,0.55,2.551
"2007-12",1.545,0.024,0.238,3.244,1.17,7.178,4.909,5.251,14.198,0.894,2.364
"2008-01",1.353,0.006,0.045,2.335,0.054,4.756,5.445,6.487,14.656,0.049,1.975
"2008-02",1.115,0.056,0.489,2.352,0.378,4.642,4.377,7.459,15.678,0.084,2.045
"2008-03",0.754,0.019,0.817,4.297,0.154,3.412,3.218,3.842,7.223,0.091,1.627
"2008-04",1.567,0.201,4.195,6.147,4.404,2.992,1.64,1.687,2.778,1.553,2.317
"2008-05",1.153,0.984,5.224,3.74,4.61,1.447,0.934,0.5,2.82,0.123,1.964
"2008-06",0.57,0.373,8.264,2.468,3.711,0.61,0.828,1.146,2.301,0.044,1.688
"2008-07",0.165,1.469,12.627,3.042,6.305,0.264,0.151,0.196,0.897,1.086,2.438
"2008-08",0.443,1.39,11.16,3.93,6.202,0.902,0.322,0.86,1.174,3.815,2.747
"2008-09",0.657,1.112,10.064,5.696,6.555,0.98,0.434,0.742,1.311,1.231,2.691
"2008-10",1.797,0.662,9.243,8.641,3.654,5.563,4.032,1.642,0.957,0.844,3.391
"2008-11",1.904,0.118,2.331,5.357,1.33,6.178,5.928,4.717,3.93,2.017,2.74
"2008-12",2.021,0.027,0.256,3.253,0.589,5.698,3.222,7.071,9.411,1.309,2.237
"2009-01",1.868,0.008,0.11,1.843,0.031,4.286,6.15,7.299,11.849,0.058,2.013
"2009-02",1.525,0.005,0.222,3.333,0.037,3.612,3.772,3.85,6.943,0.103,1.591
"2009-03",1.696,0.127,1.237,6.084,2.486,5.045,4.504,4.545,9.822,0.673,2.622
"2009-04",1.429,0.113,2.325,3.75,1.376,4.519,0.93,1.95,9.346,0.391,1.733
"2009-05",1.294,0.804,6.962,3.898,4.66,1.607,0.104,1.055,1.825,0.304,2.073
"2009-06",0.543,0.18,9.301,1.879,2.173,0.427,0.264,0.42,0.972,0.208,1.416
"2009-07",0.39,0.901,13.448,3.102,4.434,0.395,0.16,0.458,1.478,0.444,2.285
"2009-08",0.527,1.1,12.957,4.017,4.484,0.345,0.401,0.753,4.302,0.314,2.428
"2009-09",0.722,1.068,12.316,5.101,2.596,0.493,1.159,1.388,0.491,0.127,2.426
"2009-10",1.144,0.219,6.868,6.799,1.778,3.208,2.352,1.79,2.184,0.044,2.277
"2009-11",1.622,0.084,1.805,6.483,1.432,2.934,3.553,3.626,4.831,0.889,2.194
"2009-12",2.36,0.055,0.945,4.354,0.462,5.481,2.825,6.313,8.24,0.337,2.166
"2010-01",1.264,0.014,0.041,2.374,0.032,3.703,5.511,6.814,18.184,0.034,2
"2010-02",1.5,0.003,0.303,2.039,0.047,3.673,4.725,6.712,15.359,0.024,1.866
"2010-03",1.424,0.025,1.692,4.043,0.185,4.743,2.799,2.71,10.673,0.274,1.826
"2010-04",1.37,0.164,5.3,5.535,0.756,2.722,2.097,2.079,5.067,0.242,2.049
"2010-05",1.161,0.736,5.191,4.4,2.637,1.954,1.517,1.93,0.781,0.038,1.928
"2010-06",0.222,0.063,6.01,1.948,3.937,0.413,0.249,0.391,1.01,0.901,1.288
"2010-07",0.096,1.915,10.838,2.698,6.278,0.286,0.251,0.119,0.962,2.216,2.458
"2010-08",0.304,2.165,10.662,4.187,6.261,0.469,0.171,0.571,0.756,1.415,2.635
"2010-09",0.436,1.111,9.942,4.944,6.326,0.86,0.636,1.005,0.334,1.738,2.591
"2010-10",1.247,0.787,9.955,7.556,3.55,3.286,1.077,2.489,1.53,0.08,2.834
"2010-11",1.596,0.229,3.749,6.093,2.991,4.958,4.156,1.951,1.331,2.243,2.549
"2010-12",2.176,0.054,0.742,4.491,0.641,3.394,4.391,6.634,8.102,0.707,2.238
"2011-01",1.9,0.053,0.705,2.319,0.041,2.502,3.476,8.768,17.582,0.029,2.065
"2011-02",1.082,0.02,0.755,2.306,0.042,4.091,4.073,6.838,10.441,0.159,1.819
"2011-03",1.311,0.141,2.506,4.229,1.232,5.17,3.025,3.412,13.014,1.604,2.329
"2011-04",1.032,0.039,3.364,4.535,2.026,4.971,0.919,3.536,7.477,0.892,2
"2011-05",0.805,0.505,4.96,3.585,5.765,2.234,0.447,0.756,1.243,0.958,1.961
"2011-06",0.459,0.105,5.493,2.601,3.11,0.327,0.333,1.085,1.075,0.433,1.34
"2011-07",0.082,1.297,11.416,3.534,5.015,0.195,0.285,0.539,1.559,0.719,2.263
"2011-08",0.478,2.184,10.573,4.107,5.894,0.309,0.578,1.28,0.816,1.182,2.674
"2011-09",1.343,2.124,10.285,6.22,5.12,1.558,0.636,0.832,1.028,0.49,2.924
"2011-10",1.422,1.143,9.565,7.202,1.936,3.754,2.077,2.846,1.226,0.141,2.92
"2011-11",1.828,0.131,0.973,5.423,1.022,6.276,3.73,3.561,4.471,0.286,2.167
"2011-12",1.815,0.022,0.157,4.47,0.318,5.975,2.946,3.967,8.036,0.333,1.878
"2012-01",0.985,0.013,0.06,2.399,0.557,4.463,3.297,5.07,17.225,0.518,1.809
"2012-02",0.866,0.032,0.103,1.451,0.076,1.807,6.024,7.814,16.787,0.035,1.866
"2012-03",1.363,0.058,0.903,4.546,0.422,3.339,3.045,4.242,10.253,0.095,1.851
"2012-04",1.486,0.079,2.094,6.18,3.16,3.051,1.401,1.884,8.781,0.581,2.091
"2012-05",0.659,0.034,2.933,3.308,2.86,3.078,0.587,1.196,1.583,0.174,1.378
"2012-06",0.602,0.092,5.757,2.171,2.983,0.7,0.362,0.683,0.843,0.049,1.216
"2012-07",0.194,0.744,9.471,2.32,3.906,0.078,0.361,0.486,0.649,0.947,1.735
"2012-08",0.598,2.053,12.829,4.678,4.53,0.58,0.305,0.655,1.301,0.316,2.686
"2012-09",0.967,1.189,10.348,6.517,3.671,1.217,0.355,1.084,0.95,0.127,2.507
"2012-10",1.324,0.282,6.184,7.488,1.503,2.683,2.299,3.247,2.806,0.555,2.485
"2012-11",1.356,0.048,1.363,5.964,1.449,5.84,2.563,3.049,6.662,1.032,2.175
"2012-12",1.371,0.176,0.413,4.023,0.109,3.771,3.651,6.498,12.317,0.369,2.12
"2013-01",1.811,0.139,0.61,1.922,0.056,4.319,3.721,7.57,15.782,0.121,2.048
"2013-02",2.013,0.001,0.416,2.061,0.049,3.659,2.919,5.076,12.344,0.008,1.611
"2013-03",1.198,0.002,0.761,3.443,0.074,2.577,3.963,4.961,11.9,0.047,1.724
"2013-04",1.349,0.041,2.675,5.473,1.633,4.472,1.705,4.663,2.802,0.869,2.2
"2013-05",0.88,0.014,2.985,3.168,2.038,2.853,0.382,0.532,2.563,0.041,1.22
"2013-06",0.603,0.234,7.591,2.976,2.539,1.115,0.293,0.789,1.74,0.064,1.502
"2013-07",0.135,1.604,11.069,2.713,4.633,0.648,0.203,0.428,0.801,0.757,2.164
"2013-08",0.073,1.921,10.417,3.235,5.179,0.272,0.205,0.898,1.098,2.599,2.515
"2013-09",1.166,2.193,9.525,6.986,4.472,2.061,1.37,1.344,1.316,0.208,2.994
"2013-10",1.462,0.399,5.759,6.729,2.152,3.61,2.252,4.035,0.945,0.417,2.463
"2013-11",2.045,0.147,2.945,5.952,2.843,6.949,3.453,4.913,6.154,1.848,2.893
"2013-12",1.526,0.043,0.474,3.943,0.848,6.051,2.117,3.961,11.397,1.296,1.994
"2014-01",2.171,0.113,0.321,3.672,0.169,4.417,3.158,8.161,6.676,0.726,2.185
"2014-02",1.165,0.02,0.356,3.901,0.096,5.02,3.528,5.039,10.728,0.213,1.953
"2014-03",0.823,0.107,0.949,5.649,0.629,4.558,4.427,3.546,8.499,0.453,2.1
"2014-04",1.335,0.054,2.605,4.322,2.709,5.402,1.495,2.634,5.393,0.439,2.005
"2014-05",1.055,0.023,2.351,2.114,3.062,2.14,0.776,0.816,0.941,0.572,1.199
"2014-06",0.489,0.189,5.936,2.528,4.106,0.633,0.471,0.265,0.425,0.367,1.371
"2014-07",0.234,0.618,8.776,2.434,4.765,0.091,0.27,0.272,0.802,1.579,1.778
"2014-08",0.162,1.475,12.905,4.597,5.024,0.228,0.275,0.595,0.354,0.332,2.514
"2014-09",0.945,0.508,8.796,5.803,3.869,0.94,0.521,1.24,1.496,0.072,2.189
"2014-10",0.917,0.14,6.326,7.036,1.716,3.211,3.427,2.913,1.369,0.135,2.372
"2014-11",1.548,0.083,2.792,5.274,3.171,7.407,2.588,4.292,3.493,1.479,2.635
"2014-12",1.683,0.017,0.201,3.109,0.292,6.146,2.704,5.699,8.074,0.017,1.794
"2015-01",0.931,0.026,0.068,2.392,0.047,4.305,3.195,3.328,10.951,0.068,1.434
"2015-02",1.235,0.014,0.178,3.236,0.026,4.418,4.022,5.2,6.513,0.038,1.68
"2015-03",0.974,0.002,1.295,3.273,0.117,4.508,3.155,6.599,9.328,0.035,1.895
"2015-04",1.031,0.048,1.699,4.732,1.265,3.302,2.3,2.996,1.976,0.132,1.629
"2015-05",1.194,0.336,4.5,3.612,3.406,2.505,1.389,1.061,0.595,0.358,1.705
"2015-06",0.442,0.196,5.592,2.614,3.22,0.695,0.204,0.458,0.978,0.026,1.253
"2015-07",0.084,0.672,11.531,2.041,4.129,0.068,0.075,0.349,5.579,0.283,1.853
"2015-08",0.133,1.494,11.476,3.662,5.05,0.607,0.394,0.266,1.457,0.736,2.344
"2015-09",1.256,1.5,12.383,7.509,2.976,1.084,0.505,1.008,1.082,0.128,2.888
"2015-10",1.288,0.213,5.614,6.102,3.629,1.769,1.318,0.774,0.257,0.075,1.995
"2015-11",1.101,0.073,1.034,6.299,1.954,5.776,2.87,4.868,2.803,0.553,2.236
"2015-12",1.273,0.043,0.151,3.332,1.302,7.604,1.947,4.733,8.567,1.143,1.921
"2016-01",1.774,0.059,0.302,2.902,0.249,4.737,4.398,6.52,10.745,0.201,1.996
"2016-02",1.351,0.045,0.381,3.806,0.073,4.913,3.85,2.657,11.463,0.095,1.732
"2016-03",1.493,0.061,1.797,6.015,1.41,4.837,4.68,4.069,4.826,0.707,2.384
"2016-04",1.165,0.049,2.375,5.223,3.275,5.325,1.146,2.318,3.384,0.228,1.954
"2016-05",0.741,0.076,5.439,3.884,2.362,1.792,0.779,0.857,1.783,0.086,1.514
"2016-06",0.32,0.048,5.152,2.438,2.456,0.412,0.7,0.431,0.559,0.05,1.115
"2016-07",0.202,0.487,12.175,2.907,4.345,0.21,0.26,0.366,0.535,0.086,1.907
"2016-08",0.391,1.035,12.53,4.423,5.051,0.453,0.407,0.549,1.064,0.127,2.401
"2016-09",0.77,1.072,12.619,6.759,3.693,1.54,0.676,0.873,0.934,0.063,2.715
"2016-10",1.828,0.121,8.158,7.856,3.809,3.472,1.729,2.207,2.76,1.586,2.996
"2016-11",2.166,0.252,4.619,5.486,2.324,8.454,1.684,3.184,5.034,0.742,2.663
"2016-12",1.368,0.018,0.318,3.359,0.36,4.644,2.81,5.614,6.974,0.401,1.78
"2017-01",1.057,0.014,0.088,2.212,0.113,4.055,5.491,8.201,12.887,0.287,2.032
"2017-02",1.748,0.189,0.468,3.391,0.293,3.631,4.448,7.583,19.251,0.274,2.354
"2017-03",0.689,0.026,0.91,5.337,0.763,3.946,1.652,1.908,4.853,0.569,1.596
"2017-04",0.807,0.079,1.657,5.11,2.594,5.134,2.515,2.746,3.403,0.608,2
"2017-05",0.641,0.081,3.838,3.973,3.689,3.128,1.345,1.711,0.944,0.685,1.732
"2017-06",0.199,0.065,3.813,2.111,2.712,2.262,0.302,1.176,2.149,0.035,1.152
"2017-07",0.203,0.142,9.317,2.037,3.062,1.142,0.127,0.513,1.725,0.374,1.523
"2017-08",0.692,1.293,13.222,3.284,5.44,0.54,0.295,0.52,0.249,2.094,2.59
"2017-09",1.063,1.179,10.923,5.903,5.186,1.439,0.621,0.877,0.393,0.415,2.697
"2017-10",1.686,0.406,8.765,7.825,3.851,4.704,2.162,1.911,0.771,0.193,2.931
"2017-11",1.185,0.059,1.036,6.827,4.138,5.957,3.764,2.055,1.779,1.617,2.533
"2017-12",0.857,0.089,0.411,5.057,1.836,6.413,3.708,5.663,6.844,0.485,2.256
"2018-01",1.368,0.309,0.288,2.613,0.141,3.437,4.625,7.373,10.922,0.28,1.961
"2018-02",1.02,0.007,0.095,2.206,0.036,4.571,3.839,6.789,7.792,0.008,1.664
"2018-03",1.045,0.061,0.671,2.254,0.213,5.104,3.795,8.701,13.911,0.586,2.12
"2018-04",1.049,0.046,1.362,5.221,3.116,4.021,1.892,1.915,2.992,1.37,1.943
"2018-05",0.74,0.129,3.523,3.635,2.316,1.475,0.354,1.003,1.113,0.054,1.284
"2018-06",0.302,0.014,5.979,1.826,1.579,0.383,0.246,0.828,0.816,0.018,1.011
"2018-07",0.154,0.621,11.703,2.66,5.885,0.351,0.119,0.621,1.241,0.331,2.031
"2018-08",0.367,3.044,9.839,4.423,6.096,0.496,0.261,0.683,1,0.378,2.747
"2018-09",0.641,0.688,11.252,5.65,3.282,0.811,1.04,1.151,0.615,0.089,2.333
"2018-10",1.159,0.484,9.298,5.836,3.483,2.932,0.322,1.751,2.082,0.181,2.379
"2018-11",1.645,0.152,6.427,5.6,2.936,7.437,3.601,5.501,3.786,1.639,3.162
"2018-12",1.563,0.048,0.234,3.263,1.368,7.767,4.856,4.971,7.205,1.54,2.335
"2019-01",1.113,0.04,0.237,3.38,0.529,5.206,4.217,4.262,11.677,0.235,1.91
"2019-02",1.089,0.016,0.191,3.149,0.102,5.165,4.075,5.087,10.392,0.056,1.812
"2019-03",1.048,0.042,1.056,4.219,0.666,3.112,3.327,3.862,8.018,1.142,1.876
"2019-04",1.029,0.253,2.307,5.392,4.312,3.369,2.83,1.305,3.998,1.013,2.209
"2019-05",1.01,0.188,6.319,2.478,2.423,1.578,0.151,0.478,1.032,0.395,1.429
"2019-06",0.766,0.898,11.679,3.139,2.372,0.322,0.592,0.693,0.428,1.149,2.068
"2019-07",0.251,1.037,10.263,2.055,5.053,0.35,0.161,0.617,1.199,3.363,2.134
"2019-08",0.446,2.316,9.632,3.894,6.863,0.402,0.049,0.164,1.202,1.125,2.576
"2019-09",0.675,2.536,9.39,6.677,4.571,0.824,0.566,0.951,0.496,0.759,2.866
"2019-10",0.632,0.407,7.32,6.452,2.728,2.797,1.008,1.407,0.902,0.035,2.145
"2019-11",0.955,0.077,1.687,5.897,0.783,5.606,2.233,3.925,3.32,0.398,1.944
"2019-12",1.68,0.03,0.333,4.663,0.439,4.622,6.054,6.056,5.628,0.917,2.322
"2020-01",0.842,0.013,0.098,2.319,0.118,4.248,3.882,6.686,10.522,0.125,1.743
"2020-02",1.23,0.006,0.144,2.491,0.031,3.971,4.221,5.672,16.902,0.011,1.825
"2020-03",1.418,0.079,1.789,4.521,0.079,2.967,3.735,3.655,7.866,0.025,1.836
"2020-04",1.312,0.118,1.858,4.74,1.223,1.845,0.781,1.008,2.597,0.338,1.362
"2020-05",1.003,0.231,4.376,3.861,2.46,2.257,0.901,0.914,0.937,0.035,1.533
"2020-06",0.386,0.17,8.033,2.369,3.001,0.336,0.393,0.496,1.834,0.017,1.414
"2020-07",0.302,0.476,11.142,2.72,4.745,0.401,0.218,0.895,2.643,0.858,2.002
"2020-08",0.497,2.57,9.873,5.028,5.221,0.574,0.126,0.905,1.635,0.973,2.722
"2020-09",0.623,0.801,8.227,5.543,5.896,1.288,0.391,1.518,1.515,2.352,2.694
"2020-10",1.427,1.073,7.32,7.791,3.631,5.986,1.876,2.747,1.913,0.35,3.093
"2020-11",1.833,0.096,0.959,6.111,2.111,8.093,2.499,2.12,8.806,1.692,2.621
"2020-12",1.296,0.243,0.948,4.035,0.425,6.287,3.575,5.985,8.348,0.417,2.167
"2021-01",0.809,0.104,0.132,3.264,0.094,3.743,2.254,2,5.158,0.171,1.251
"2021-02",1.199,0.358,0.584,4.469,0.34,5.474,6.122,4.686,11.64,0.581,2.462
"2021-03",1.366,0.094,0.879,4.525,0.969,5.309,5.068,4.911,6.535,0.844,2.256
"2021-04",1.156,0.046,3.89,6.254,1.302,5.107,3.706,3.366,3.775,0.1,2.311
"2021-05",0.978,0.139,3.873,3.71,3.999,3.065,0.651,0.818,0.875,0.119,1.582
"2021-06",0.322,0.037,3.176,2.158,2.741,0.41,0.403,0.464,0.618,0.048,0.926
"2021-07",0.249,0.721,12.597,2.296,4.36,0.264,0.057,0.19,0.767,1.414,2.035
"2021-08",0.219,0.568,12.321,3.558,6.592,0.742,0.442,0.978,0.808,0.447,2.317
"2021-09",0.721,0.706,9.442,6.398,3.723,1.681,0.849,1.686,0.765,0.086,2.413
"2021-10",1.128,0.213,7.043,7.615,2.072,5.629,1.327,2.243,1.323,0.035,2.492
"2021-11",1.436,0.048,1.229,5.351,2.984,6.741,2.234,4.513,4.046,0.938,2.426
"2021-12",1.438,0.056,0.282,2.053,1.392,7.067,2.672,4.65,13.263,0.574,1.895
"2022-01",1.7,0.142,0.225,3.531,0.579,5.663,4.48,5.297,15.573,0.715,2.276
"2022-02",1.964,0.012,0.61,2.094,0.229,5.504,4.076,4.91,11.188,0.187,1.898
"2022-03",0.956,0.014,1.077,3.244,0.065,4.215,2.612,2.212,13.092,0.021,1.522
"2022-04",0.973,0.272,1.974,4.582,1.412,2.626,0.591,1.291,5.051,0.476,1.56
"2022-05",1.016,0.262,3.157,3.141,0.86,2.287,0.382,1.281,3.373,0.099,1.305
"2022-06",0.359,0.1,7.314,2.625,1.541,0.882,0.251,0.365,0.982,0.017,1.247
"2022-07",0.362,0.251,11.604,2.684,3.541,0.762,0.232,1.455,2.578,0.155,1.904
"2022-08",0.697,2.973,11.109,4.36,7.551,1.413,0.159,0.424,1.523,0.282,3.015
"2022-09",0.277,1.278,9.929,6.24,6.655,1.246,0.205,0.197,0.346,0.75,2.654
"2022-10",1.243,0.383,10.457,8.037,3.828,4.044,2.506,2.634,1.547,0.575,3.141
"2022-11",1.634,0.036,2.38,5.755,3.289,10.623,2.698,3.996,1.812,1.58,2.751
"2022-12",1.531,0.023,0.486,3.133,0.466,7.088,3.035,6.126,12.151,0.297,2.098
"2023-01",1.624,0.047,0.327,2.442,0.017,4.494,2.262,4.248,12.984,0.037,1.575
"2023-02",1.409,0.068,0.532,2.557,0.033,2.721,4.767,5.539,5.834,0.281,1.694
"2023-03",2.006,0.171,1.911,5.053,1.167,5.404,3.855,3.8,13.016,0.451,2.441
"2023-04",1.029,0.062,2.761,4.565,0.704,4.257,0.826,1.516,2.589,0.062,1.521
"2023-05",0.965,0.055,5.088,3.97,2.791,2.948,2.331,2.1,1.546,0.305,1.832
"2023-06",0.651,0.052,6.827,2.884,2.317,0.852,0.685,1.478,1.443,0.065,1.465
"2023-07",0.248,0.648,9.709,2.328,4.825,0.104,0.311,0.308,0.89,1.999,1.924
"2023-08",0.197,3.453,8.975,3.935,5.492,0.493,0.303,0.352,0.841,2.374,2.778
"2023-09",0.505,1.845,11.002,7.468,5.66,2.156,0.816,1.062,1.314,0.437,3.074
"2023-10",1.62,0.165,8.415,8.361,3.684,5.293,1.459,2.339,2.282,0.366,2.913
"2023-11",1.536,0.037,0.843,4.852,3.508,6.659,2.958,5.389,5.7,1.052,2.514
"2023-12",1.378,0.075,0.462,5.072,1.27,5.222,2.896,2.871,5.052,0.457,1.903
"2024-01",1.348,0.026,0.053,2.532,0.725,5.998,5.842,3.508,12.74,0.229,1.948
