#Dataset: Monthly information aggregated on IPCC reference regions for CMIP5/6 and CORDEX
#Reference: https://doi.org/10.5194/essd-12-2959-2020
#Project: CORDEX-AFR
#Experiment: rcp85
#Model: MIROC-MIROC5_r1i1p1_SMHI-RCA4_v1
#Variable: pr
#Variable_longname: mean daily precipitation
#Units: mm/day
#Time_frequency: month
#Feature_type: regional mean time series
#Regions: IPCC-WGI-reference-regions-v4
#Area: land only
#Spatial_resolution: 0.5 degrees
#Interpolation_method: cdo remapcon
#Creation_Date: 2021-03-14
"date","MED","SAH","WAF","CAF","NEAF","SEAF","WSAF","ESAF","MDG","ARP","full_domain"
"2006-01",2.411,0.088,0.474,2.227,0.077,3.447,5.476,7.851,11.888,0.263,2.146
"2006-02",2.17,0.018,1.409,2.821,0.016,3.228,4.878,6.3,10.392,0.105,2.067
"2006-03",2.09,0.146,3.484,3.964,1.047,5.669,3.144,5.38,11.23,0.333,2.532
"2006-04",1.69,0.182,4.895,5.794,2.081,3.119,4.01,4.058,1.389,0.155,2.42
"2006-05",1.235,0.497,7.222,3.476,2.557,2.754,0.59,2.009,2.672,0.147,1.93
"2006-06",0.776,0.326,5.16,1.59,1.86,0.391,0.129,0.466,0.76,0.016,1.014
"2006-07",0.16,0.387,7.506,2.479,2.732,0.185,0.355,0.649,1.106,0.213,1.376
"2006-08",0.652,0.908,10.118,4.154,3.328,0.364,0.057,0.333,1.16,0.339,1.984
"2006-09",1.01,0.712,9.349,5.344,2.402,1.012,0.504,0.776,0.603,0.16,2.072
"2006-10",1.771,0.153,5.604,4.634,1.478,1.241,1.856,2.278,1.096,0.065,1.796
"2006-11",2.547,0.084,1.781,3.665,0.191,3.572,4.532,4.816,4.467,0.144,2.006
"2006-12",2.058,0.024,0.137,2.552,0.212,4.335,4.571,6.47,7.3,0.189,1.922
"2007-01",2.273,0.103,0.389,2.582,0.163,2.687,4.427,7.06,10.288,0.336,1.959
"2007-02",2.313,0.123,1.862,3.306,0.406,3.41,5.674,7.103,10.663,0.127,2.373
"2007-03",1.542,0.005,2.695,3.943,0.282,4.109,3.377,3.137,6.996,0.016,1.807
"2007-04",1.386,0.147,4.123,4.466,2.976,6.461,1.207,2.857,2.13,0.46,2.147
"2007-05",0.987,0.069,4.474,2.685,3.123,2.173,0.219,1.099,1.638,0.623,1.409
"2007-06",0.582,0.077,3.711,1.548,2.433,0.538,0.081,0.246,0.648,0.191,0.869
"2007-07",0.464,0.306,6.422,2.139,2.705,0.299,0.058,0.146,0.692,0.089,1.187
"2007-08",0.661,1.048,9.707,4.631,3.379,0.878,0.212,1.147,1.769,0.44,2.164
"2007-09",1.134,0.662,9.288,5.927,2.917,1.266,0.064,0.23,0.7,0.435,2.128
"2007-10",1.531,0.083,3.493,5.217,1.415,1.704,1.602,1.094,1.009,0.015,1.556
"2007-11",2.429,0.115,0.7,3.596,0.393,2.814,3.54,4.336,4.276,0.42,1.753
"2007-12",2.891,0.075,0.237,2.156,0.124,3.291,4.986,8.255,6.548,0.15,2.042
"2008-01",2.337,0.075,0.451,2.384,0.416,2.713,5.534,6.526,9.199,0.27,1.992
"2008-02",1.584,0.021,0.623,2.369,0.104,3.252,4.936,9.438,11.861,0.085,2.14
"2008-03",1.819,0.257,3.957,3.63,0.632,4.291,2.718,3.412,6.58,0.281,2.06
"2008-04",0.777,0.053,3.706,5.915,2,4.064,1.702,4.336,5.624,0.621,2.199
"2008-05",1.236,0.592,6.783,3.939,4.272,1.593,0.333,0.994,2.104,0.507,1.995
"2008-06",1.053,0.137,4.884,1.297,1.675,0.182,0.109,0.618,0.831,0.428,0.986
"2008-07",0.365,0.308,5.539,1.708,2.356,0.226,0.277,0.32,0.385,0.065,1.064
"2008-08",0.296,0.692,7.585,2.755,3.85,0.251,0.191,0.205,0.643,0.501,1.555
"2008-09",0.819,0.673,8.118,4.441,3.255,1.033,0.355,1.026,0.608,0.11,1.88
"2008-10",2.16,0.351,7.121,5.496,1.722,1.675,2.624,2.103,2.181,0.086,2.254
"2008-11",2.297,0.13,0.882,5.341,1.19,5.96,3.895,3.536,3.541,0.183,2.138
"2008-12",2.419,0.011,0.17,2.236,0.366,3.838,5.055,5.816,6.542,0.073,1.827
"2009-01",2.27,0.123,1.109,2.159,0.434,4.071,4.616,6.826,10.086,0.148,2.061
"2009-02",2.566,0.113,1.118,2.559,0.193,3.057,4.4,6.371,12.421,0.068,2.051
"2009-03",1.667,0.094,2.915,3.825,1.45,5.293,2.426,4.953,5.454,0.411,2.107
"2009-04",1.157,0.186,6.249,3.756,2.515,5.573,0.457,2.072,5.513,0.835,2.104
"2009-05",1.169,0.336,5.745,2.492,2.859,1.683,0.249,0.85,1.493,0.377,1.508
"2009-06",0.891,0.239,6.029,1.768,1.19,0.292,0.174,0.418,1.152,0.157,1.088
"2009-07",0.534,0.43,6.758,2.061,2.884,0.191,0.237,0.267,1.259,0.271,1.3
"2009-08",0.805,0.593,7.879,2.897,2.53,0.233,0.37,0.908,0.629,0.113,1.548
"2009-09",0.977,0.583,7.973,4.05,1.841,0.713,0.689,0.737,0.638,0.069,1.705
"2009-10",1.311,0.466,6.684,4.271,1.558,0.933,1.584,0.757,1.402,0.056,1.716
"2009-11",2.198,0.107,2.484,4.243,1.009,2.901,3.644,3.134,4.617,0.182,1.925
"2009-12",1.998,0.021,0.788,2.165,0.137,2.955,4.45,4.877,3.099,0.067,1.575
"2010-01",2.544,0.033,0.334,2.171,0.277,3.539,3.258,5.515,13.464,0.035,1.813
