#Dataset: Monthly information aggregated on IPCC reference regions for CMIP5/6 and CORDEX
#Reference: https://doi.org/10.5194/essd-12-2959-2020
#Project: CORDEX-AFR
#Experiment: rcp85
#Model: CNRM-CERFACS-CNRM-CM5_r1i1p1_CLMcom-CCLM4-8-17_v1
#Variable: pr
#Variable_longname: mean daily precipitation
#Units: mm/day
#Time_frequency: month
#Feature_type: regional mean time series
#Regions: IPCC-WGI-reference-regions-v4
#Area: land only
#Spatial_resolution: 0.5 degrees
#Interpolation_method: cdo remapcon
#Creation_Date: 2021-03-14
"date","MED","SAH","WAF","CAF","NEAF","SEAF","WSAF","ESAF","MDG","ARP","full_domain"
"2006-01",0.932,0.012,0.003,2.411,0.015,3.704,7.044,6.18,9.191,0.072,1.869
"2006-02",1.55,0.009,0.024,2.735,0.178,2.397,6.007,5.909,11.495,0.062,1.886
"2006-03",1.038,0,0.301,3.091,0.421,4.215,3.867,4.05,9.314,0.136,1.624
"2006-04",0.969,0.003,1.248,3.732,1.406,2.901,0.479,0.311,4.74,0.49,1.285
"2006-05",0.515,0.17,3.386,4.307,3.027,3.051,0.273,0.353,2.978,0.137,1.47
"2006-06",1.089,1.052,7.099,5.322,3.228,1.607,0.708,0.663,0.339,0.096,2.088
"2006-07",0.394,0.938,9.355,4.509,2.619,0.728,0.247,0.204,0.483,1.154,1.964
"2006-08",0.54,1.169,9.042,5.472,2.742,0.887,0.068,0.083,0.074,0.279,2.028
"2006-09",0.932,2.259,5.942,6.006,3.082,1.502,0.41,0.243,0.339,0.376,2.323
"2006-10",0.512,0.183,6.09,6.279,3.247,4.125,1.151,1.135,0.826,0.375,2.199
"2006-11",1.154,0.01,2.047,4.679,0.294,4.248,3.32,3.194,2.714,0.35,1.766
"2006-12",1.442,0.034,0.903,3.637,0.231,5.111,4.596,4.886,4.317,0.413,1.881
"2007-01",1.299,0.017,0.058,2.697,0.024,3.493,6.725,6.847,8.351,0.144,1.943
"2007-02",1.172,0,0.042,2.063,0.001,1.208,5.816,3.685,8.524,0.003,1.406
"2007-03",1.213,0.002,0.401,3.235,0.279,1.84,4.069,3.155,7.696,0,1.439
