#Dataset: ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1
#Variable: meanpr
#Area: land
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-03-05
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","GIC","NWN","NEN","NEU","EEU","RAR","WSB","ESB","RFE","ARO","full_domain"
"2010-12",1.097,1.297,0.788,3.135,2.178,0.761,2.275,0.706,0.81,1.218,1.24
"2011-01",1.02,1.021,0.201,2.082,1.699,0.625,0.982,0.324,0.559,0.923,0.934
"2011-02",1.017,0.807,0.471,1.443,1.47,0.483,0.926,0.446,0.832,1.081,0.822
"2011-03",1.229,0.956,0.675,1.714,2.518,0.723,2.146,0.297,0.707,0.942,1.028
"2011-04",0.892,1.309,0.555,1.461,1.603,0.714,4.121,0.509,1.212,0.766,0.988
"2011-05",1.015,1.113,0.851,1.899,2.245,1.112,4.588,1.092,1.778,0.821,1.224
"2011-06",0.939,0.784,0.779,2.513,2.756,1.394,7.833,3.753,2.727,0.777,1.403
"2011-07",1.161,1.781,1.823,3.434,4.774,1.599,6.393,0.667,2.359,1.11,1.885
"2011-08",1.545,2.612,1.482,1.983,3.797,1.947,6.272,1.451,2.493,1.507,2.026
"2011-09",1.282,3.019,1.095,2.341,2.701,1.788,4.011,1.475,3.254,1.532,2.059
"2011-10",1.149,2.085,1.293,3.578,3.372,1.583,3.807,1.691,2.143,2.069,1.882
"2011-11",1.395,1.937,0.688,3.169,4.942,1.601,5.34,1.12,1.63,1.278,1.812
"2011-12",0.847,1.606,0.842,2.23,1.54,0.952,2.427,0.482,0.857,1.265,1.198
"2012-01",0.837,1.244,0.345,2.02,1.576,0.554,1.74,0.406,0.525,1.7,0.932
"2012-02",0.751,1.147,0.287,2.389,2.011,0.819,2.38,0.546,1.073,0.635,1.059
"2012-03",0.967,1.031,0.557,1.857,2.216,0.698,3.046,0.397,0.945,0.437,0.981
"2012-04",1.054,1.182,0.819,1.68,2.843,0.712,4.934,0.294,0.753,0.926,1.028
"2012-05",1.002,1.691,0.718,2.073,2.687,0.831,2.682,1.777,1.456,0.643,1.247
"2012-06",1.309,1.817,1.314,2.761,2.143,0.927,5.078,0.969,1.358,0.805,1.451
