#Dataset: MOHC-HadGEM2-ES_r1i1p1_SMHI-RCA4_v2
#Variable: tas
#Area: sea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-16
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","NEAF","SEAF","WCA","ECA","TIB","ARP","SAS","ARS","BOB","EIO","full_domain"
"2006-01",23.156,26.408,12.79,NA,NA,21.006,23.35,24.654,25.038,26.437,23.43
"2006-02",23.07,26.683,12.897,NA,NA,20.887,23.599,24.54,24.994,27.022,23.642
"2006-03",24.027,27.142,16.04,NA,NA,21.881,25.013,25.118,26.493,27.333,24.259
"2006-04",25.413,27.229,20.923,NA,NA,23.964,26.305,25.655,27.511,27.589,25.245
"2006-05",27.275,26.285,25.718,NA,NA,26.992,27.853,26.621,28.575,27.624,26.243
"2006-06",28.926,25.025,30.167,NA,NA,29.667,28.81,27.589,28.673,26.723,26.785
"2006-07",28.432,24.436,31.637,NA,NA,30.01,27.73,26.324,27.484,26.036,26.637
"2006-08",28.474,24.565,31.591,NA,NA,29.785,27.178,25.971,27.139,26.156,26.628
"2006-09",28.192,25.044,27.987,NA,NA,29.298,27.537,26.785,27.639,26.586,26.614
"2006-10",27.145,26.395,23.789,NA,NA,28.021,27.485,27.411,27.833,27.108,26.484
"2006-11",26.25,27.297,20.099,NA,NA,25.889,25.998,26.498,27.139,27.223,25.837
"2006-12",25.075,27.745,16.465,NA,NA,23.391,24.344,25.851,26.436,27.576,25.081
"2007-01",24.079,27.538,14.683,NA,NA,21.748,23.373,24.908,25.653,27.607,24.549
"2007-02",23.793,27.588,14.333,NA,NA,21.578,23.719,24.728,25.501,27.79,24.631
"2007-03",24.608,28.017,17.039,NA,NA,22.489,25.273,25.384,26.568,28.16,25.061
"2007-04",26.322,28.261,21.147,NA,NA,24.96,26.913,26.395,28.05,28.583,25.802
"2007-05",28.095,27.636,27.489,NA,NA,27.891,28.183,27.295,28.927,28.307,26.828
"2007-06",28.966,26.477,30.805,NA,NA,30,29.248,28.131,29.108,27.565,27.333
"2007-07",29.35,25.351,32.169,NA,NA,30.519,28.47,27.106,27.978,26.678,27.207
"2007-08",29.581,25.453,30.371,NA,NA,29.97,28.037,26.706,28.169,26.674,27.206
"2007-09",29.721,25.441,28.087,NA,NA,30.18,27.761,26.906,27.675,26.731,27.057
"2007-10",28.19,26.532,24.179,NA,NA,28.944,27.803,27.411,27.956,27.161,26.708
"2007-11",26.453,27.041,21.117,NA,NA,26.202,26.367,26.895,27.321,27.077,25.702
"2007-12",24.935,27.468,16.233,NA,NA,23.655,24.549,25.602,26.58,27.082,24.938
"2008-01",23.479,26.853,12.426,NA,NA,21.108,23.413,24.765,26.281,26.746,23.767
"2008-02",22.948,26.757,13.164,NA,NA,20.462,23.865,24.533,26.379,27.247,23.954
"2008-03",23.6,27.092,15.366,NA,NA,21.318,24.991,25.027,26.973,27.666,24.364
"2008-04",24.804,26.965,21.332,NA,NA,23.559,26.194,25.44,27.842,27.736,25.18
"2008-05",27.061,26.208,27.156,NA,NA,26.654,27.748,26.589,28.806,27.368,26.048
"2008-06",28.964,25.29,29.444,NA,NA,29.611,28.618,27.195,28.424,26.599,26.597
"2008-07",28.876,25.18,31.333,NA,NA,30.017,27.749,26.517,27.792,26.405,26.873
"2008-08",28.634,24.801,30.84,NA,NA,29.665,27.309,26.044,27.45,26.237,26.518
"2008-09",28.71,25.359,28.632,NA,NA,29.193,27.61,26.494,27.83,26.617,26.521
"2008-10",27.098,26.197,25.966,NA,NA,27.722,27.626,27.278,28.066,27.335,26.526
