#Dataset: ECMWF-ERAINT_r1i1p1_CSIRO-CCAM-2008_v1
#Variable: meanpr
#Area: sea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-23
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","EAN","WAN","full_domain"
"1993-12",1.274,1.094,1.308
"1994-01",0.959,1.265,1.291
"1994-02",1.67,1.391,1.794
"1994-03",1.974,2.135,1.964
"1994-04",1.706,1.773,1.811
"1994-05",1.933,1.66,1.865
"1994-06",1.88,1.369,1.737
"1994-07",1.97,1.463,1.869
"1994-08",1.732,1.576,1.83
"1994-09",1.792,1.567,1.786
"1994-10",1.335,1.966,1.548
"1994-11",0.914,1.212,1.201
"1994-12",1.153,1.182,1.314
"1995-01",1.188,1.178,1.389
"1995-02",1.375,1.356,1.583
"1995-03",2.344,1.469,2.142
"1995-04",2.307,1.721,2.28
"1995-05",2.03,1.846,1.993
"1995-06",1.963,1.468,1.699
"1995-07",1.835,1.461,1.697
"1995-08",1.694,1.671,1.667
"1995-09",1.811,1.684,1.733
"1995-10",1.489,1.729,1.718
"1995-11",1.342,1.41,1.536
"1995-12",1.543,1.146,1.653
"1996-01",1.214,1.234,1.418
"1996-02",1.842,1.097,1.701
"1996-03",2.147,1.767,2.08
"1996-04",1.951,1.946,1.988
"1996-05",1.829,1.306,1.88
"1996-06",2.112,2.177,2.12
"1996-07",2.362,1.448,2.068
"1996-08",1.841,1.706,1.924
"1996-09",1.837,1.431,1.753
"1996-10",1.649,1.563,1.691
"1996-11",1.356,0.966,1.38
"1996-12",0.984,1.051,1.19
"1997-01",1.241,0.896,1.315
"1997-02",1.764,1.268,1.839
"1997-03",2.28,2.087,2.175
"1997-04",2.156,1.627,2.133
"1997-05",2.048,2.059,2.04
"1997-06",1.914,1.691,1.909
"1997-07",1.737,1.707,1.798
"1997-08",1.76,1.795,1.923
"1997-09",1.79,1.797,1.823
"1997-10",1.414,1.859,1.59
"1997-11",1.286,1.665,1.529
"1997-12",1.026,1.018,1.123
